id,category,query1,query2,label
290,支气管炎,咳嗽支气管炎可以彻底治好吗,咳嗽支气管炎能根治吗,1
291,支气管炎,咳嗽支气管炎可以彻底治好吗,咳嗽支气管炎能够完全治疗康复吗,1
292,支气管炎,咳嗽支气管炎可以彻底治好吗,，咳嗽支气管炎严重吗？,0
293,支气管炎,咳嗽支气管炎可以彻底治好吗,咳嗽支气管炎怎么治疗,0
294,支气管炎,咳嗽支气管炎可以彻底治好吗,咳嗽他是支气管炎么,0
295,支气管炎,咳嗽支气管炎可以治愈吗,咳嗽支气管炎能治愈吗,1
296,支气管炎,咳嗽支气管炎可以治愈吗,咳嗽支气管炎可以根治吗,1
297,支气管炎,咳嗽支气管炎可以治愈吗,儿童是咳嗽支气管炎的高发人群吗,0
298,支气管炎,咳嗽支气管炎可以治愈吗,咳嗽支气管炎是咳嗽引起的吗,0
299,支气管炎,咳嗽支气管炎可以治愈吗,咳嗽支气管炎是支气管炎吗,0
300,支气管炎,咳嗽支气管炎如何治疗,怎样治疗咳嗽支气管炎？,1
301,支气管炎,咳嗽支气管炎如何治疗,咳嗽支气管炎要怎么办？,1
302,支气管炎,咳嗽支气管炎如何治疗,咳嗽支气管炎原因是什么？,0
303,支气管炎,咳嗽支气管炎如何治疗,什么是咳嗽支气管炎,0
304,支气管炎,咳嗽支气管炎如何治疗,咳嗽支气管炎怎么确诊,0
305,支气管炎,咳嗽支气管炎是什么原因导致的?,咳嗽支气管炎病因是什么？,1
306,支气管炎,咳嗽支气管炎是什么原因导致的?,什么原因导致的咳嗽支气管炎,1
307,支气管炎,咳嗽支气管炎是什么原因导致的?,咳嗽支气管炎症状是什么,0
308,支气管炎,咳嗽支气管炎是什么原因导致的?,咳嗽支气管炎怎么治疗,0
309,支气管炎,咳嗽支气管炎是什么原因导致的?,咳嗽支气管炎注意什么？,0
310,支气管炎,咳嗽支气管炎用什么方法治疗好,咳嗽支气管炎的治疗方法哪个好？,1
311,支气管炎,咳嗽支气管炎用什么方法治疗好,咳嗽支气管炎的治疗什么方法可取？,1
312,支气管炎,咳嗽支气管炎用什么方法治疗好,咳嗽支气管炎不能吃什么？,0
313,支气管炎,咳嗽支气管炎用什么方法治疗好,支气管炎有什么症状？,0
314,支气管炎,咳嗽支气管炎用什么方法治疗好,什么是变异性咳嗽支气管炎？,0
315,支气管炎,咳嗽支气管炎的症状有哪些,咳嗽支气管炎有什么症状？,1
316,支气管炎,咳嗽支气管炎的症状有哪些,咳嗽支气管炎的症状是什么？,1
317,支气管炎,咳嗽支气管炎的症状有哪些,咳嗽支气管炎的治疗方法哪个好？,0
318,支气管炎,咳嗽支气管炎的症状有哪些,咳嗽支气管炎能根治？,0
319,支气管炎,咳嗽支气管炎的症状有哪些,咳嗽支气管炎不能吃什么？,0
320,支气管炎,咳嗽支气管炎能治疗好吗?,咳嗽支气管炎可以治愈吗,1
321,支气管炎,咳嗽支气管炎能治疗好吗?,咳嗽支气管炎能有治愈的可能吗？,1
322,支气管炎,咳嗽支气管炎能治疗好吗?,，咳嗽支气管炎严重吗？,0
323,支气管炎,咳嗽支气管炎能治疗好吗?,咳嗽支气管炎会胸闷吗？,0
324,支气管炎,咳嗽支气管炎能治疗好吗?,咳嗽支气管炎影响怀孕吗？,0
325,支气管炎,咳嗽支气管炎需要长期用药吗,咳嗽支气管炎需要用药很长时间吗,1
326,支气管炎,咳嗽支气管炎需要长期用药吗,咳嗽支气管炎是不是要长期服药啊？,1
327,支气管炎,咳嗽支气管炎需要长期用药吗,什么是变异性咳嗽支气管炎？,0
328,支气管炎,咳嗽支气管炎需要长期用药吗,咳嗽支气管炎什么症状,0
329,支气管炎,咳嗽支气管炎需要长期用药吗,咳嗽支气管炎注意些什么？,0
330,支气管炎,"支气管炎,咳嗽,气喘的能吃孟鲁司特钠片吗","支气管炎,咳嗽,气喘吃孟鲁司特钠片可以吗？",1
331,支气管炎,"支气管炎,咳嗽,气喘的能吃孟鲁司特钠片吗","支气管炎,咳嗽,气喘适宜吃孟鲁司特钠片吗？",1
332,支气管炎,"支气管炎,咳嗽,气喘的能吃孟鲁司特钠片吗",孟鲁司特钠片有什么副作用？,0
333,支气管炎,"支气管炎,咳嗽,气喘的能吃孟鲁司特钠片吗","支气管炎,咳嗽,气喘该注意什么在饮食上？",0
334,支气管炎,"支气管炎,咳嗽,气喘的能吃孟鲁司特钠片吗",孟鲁司特钠片有什么功效？,0
335,支气管炎,支气管炎发作时是否需要使用抗生素,支气管炎发作需要吃抗生素吗？,1
336,支气管炎,支气管炎发作时是否需要使用抗生素,支气管炎发作能用抗生素吗？,1
337,支气管炎,支气管炎发作时是否需要使用抗生素,支气管炎发作有什么症状？,0
338,支气管炎,支气管炎发作时是否需要使用抗生素,支气管炎发作时怎么治疗？,0
339,支气管炎,支气管炎发作时是否需要使用抗生素,支气管炎发作时有什么特点？,0
340,支气管炎,支气管炎咳嗽吃什么水果好？,支气管炎咳嗽适宜吃什么水果效果好？,1
341,支气管炎,支气管炎咳嗽吃什么水果好？,支气管炎咳嗽吃什么水果比较好？,1
342,支气管炎,支气管炎咳嗽吃什么水果好？,支气管炎咳嗽能怎么食疗？,0
343,支气管炎,支气管炎咳嗽吃什么水果好？,支气管炎咳嗽要住院吗？,0
344,支气管炎,支气管炎咳嗽吃什么水果好？,支气管炎咳嗽该怎么治疗？,0
345,支气管炎,支气管炎怎么就突然间好了？,为什么支气管炎突然就好了？,1
346,支气管炎,支气管炎怎么就突然间好了？,支气管炎突然间好了是什么原因？,1
347,支气管炎,支气管炎怎么就突然间好了？,支气管炎不能自愈吗？,0
348,支气管炎,支气管炎怎么就突然间好了？,支气管炎病是怎么得上的？,0
349,支气管炎,支气管炎怎么就突然间好了？,支气管炎病有哪些症状？,0
350,支气管炎,支气管炎是支气管炎吗？,支气管炎是支气管炎吗？,1
351,支气管炎,支气管炎是支气管炎吗？,支气管炎和支气管炎一样吗？,1
352,支气管炎,支气管炎是支气管炎吗？,支气管炎与支气管炎可以用什么药治疗？,0
353,支气管炎,支气管炎是支气管炎吗？,支气管炎与支气管炎有什么关系？,0
354,支气管炎,支气管炎是支气管炎吗？,支气管炎与支气管炎会有后遗症吗？,0
355,支气管炎,支气管炎是怎样的一种病？,支气管炎是一种怎样的疾病呢？,1
356,支气管炎,支气管炎是怎样的一种病？,支气管炎是怎样的疾病呀？,1
357,支气管炎,支气管炎是怎样的一种病？,支气管炎的发病原因是怎样的？,0
358,支气管炎,支气管炎是怎样的一种病？,支气管炎病人的饮食是怎样的呢？,0
359,支气管炎,支气管炎是怎样的一种病？,支气管炎是怎么发生的啊？,0
360,支气管炎,支气管炎治好了，为什么总是胸闷的很,支气管炎治好了，却总是胸闷的很是怎么回事？,1
361,支气管炎,支气管炎治好了，为什么总是胸闷的很,支气管炎治好了，总是胸闷的很是什么原因？,1
362,支气管炎,支气管炎治好了，为什么总是胸闷的很,支气管炎治好了会复发吗？,0
363,支气管炎,支气管炎治好了，为什么总是胸闷的很,支气管炎怎么治？,0
364,支气管炎,支气管炎治好了，为什么总是胸闷的很,支气管炎能否根治？,0
365,支气管炎,支气管炎病在饮食上应注意什么?,支气管炎病饮食方面需要注意哪些?,1
366,支气管炎,支气管炎病在饮食上应注意什么?,支气管炎病在饮食上要注意的事项是什么?,1
367,支气管炎,支气管炎病在饮食上应注意什么?,支气管炎病怎么治疗?,0
368,支气管炎,支气管炎病在饮食上应注意什么?,支气管炎病病因是什么？,0
369,支气管炎,支气管炎病在饮食上应注意什么?,支气管炎病有哪些症状？,0
370,支气管炎,支气管炎病的发病原因有哪些？,支气管炎为什么会发病？,1
371,支气管炎,支气管炎病的发病原因有哪些？,支气管炎病的病因是什么？,1
372,支气管炎,支气管炎病的发病原因有哪些？,支气管炎病有哪些症状？,0
373,支气管炎,支气管炎病的发病原因有哪些？,支气管炎病发病严重吗？,0
374,支气管炎,支气管炎病的发病原因有哪些？,支气管炎病发病怎么治？,0
375,支气管炎,支气管炎的检查方法都有哪些啊？,支气管炎检查有哪些检查？,1
376,支气管炎,支气管炎的检查方法都有哪些啊？,支气管炎检查项目有哪些？,1
377,支气管炎,支气管炎的检查方法都有哪些啊？,支气管炎病是怎么检查出来的？,0
378,支气管炎,支气管炎的检查方法都有哪些啊？,刚检查过敏源有尘螨，如何脱敏？,0
379,支气管炎,支气管炎的检查方法都有哪些啊？,肺功能检查正常能否诊断为支气管炎？,0
380,支气管炎,支气管炎转成慢阻肺能治好么,支气管炎转成慢阻肺能治愈吗,1
381,支气管炎,支气管炎转成慢阻肺能治好么,支气管炎转成慢阻肺可以治愈吗,1
382,支气管炎,支气管炎转成慢阻肺能治好么,什么是慢阻肺，和支气管炎的区别是什么,0
383,支气管炎,支气管炎转成慢阻肺能治好么,怎样快速治疗慢阻肺疾病,0
384,支气管炎,支气管炎转成慢阻肺能治好么,支气管炎和慢阻肺区别是什么,0
385,支气管炎,支气管炎需要做什么检查确诊,支气管炎做什么检查能够确诊？,1
386,支气管炎,支气管炎需要做什么检查确诊,做什么检查能确诊支气管炎？,1
387,支气管炎,支气管炎需要做什么检查确诊,支气管炎病发病怎么治？,0
388,支气管炎,支气管炎需要做什么检查确诊,支气管炎病的病因是什么？,0
389,支气管炎,支气管炎需要做什么检查确诊,支气管炎病人能吃什么药？,0
390,支气管炎,在饮食上咳嗽支气管炎要注意什么,咳嗽性变异支气管炎如何注意饮食？,1
391,支气管炎,在饮食上咳嗽支气管炎要注意什么,咳嗽支气管炎饮食禁忌是什么？,1
392,支气管炎,在饮食上咳嗽支气管炎要注意什么,如何治疗支气管炎？,0
393,支气管炎,在饮食上咳嗽支气管炎要注意什么,咳嗽支气管炎是什么？,0
394,支气管炎,在饮食上咳嗽支气管炎要注意什么,支气管炎是怎么得的？,0
395,支气管炎,"女儿九岁,支气管炎,已吃药两天不见好怎么办","女儿九岁,支气管炎,已吃药两天不见好怎么治疗？",1
396,支气管炎,"女儿九岁,支气管炎,已吃药两天不见好怎么办","女儿九岁,支气管炎,已吃药两天不见好该如何是好？",1
397,支气管炎,"女儿九岁,支气管炎,已吃药两天不见好怎么办",小孩支气管炎的症状有哪些？,0
398,支气管炎,"女儿九岁,支气管炎,已吃药两天不见好怎么办",支气管炎好治吗？,0
399,支气管炎,"女儿九岁,支气管炎,已吃药两天不见好怎么办",宝宝支气管炎多久能好？,0
400,支气管炎,如何正规治疗小儿支气管炎,怎么正规治疗小儿支气管炎？,1
401,支气管炎,如何正规治疗小儿支气管炎,正规治疗小儿支气管炎怎么治？,1
402,支气管炎,如何正规治疗小儿支气管炎,小儿支气管炎的后果是什么？,0
403,支气管炎,如何正规治疗小儿支气管炎,小儿支气管炎症状有哪些？,0
404,支气管炎,如何正规治疗小儿支气管炎,小儿支气管炎如何预防？,0
405,支气管炎,如何预防婴幼儿支气管炎,婴幼儿支气管炎预防措施有哪些,1
406,支气管炎,如何预防婴幼儿支气管炎,怎样预防婴幼儿支气管炎,1
407,支气管炎,如何预防婴幼儿支气管炎,支气管炎的易感人群是什么,0
408,支气管炎,如何预防婴幼儿支气管炎,支气管炎的症状是什么,0
409,支气管炎,如何预防婴幼儿支气管炎,什么药可以治支气管炎,0
410,支气管炎,婴儿支气管炎是什么引起的,婴儿支气管炎是怎么造成的？,1
411,支气管炎,婴儿支气管炎是什么引起的,婴儿支气管炎是什么导致的？,1
412,支气管炎,婴儿支气管炎是什么引起的,新生儿支气管炎，会引发唇色发黑么？,0
413,支气管炎,婴儿支气管炎是什么引起的,婴儿支气管炎，会有什么症状呢,0
414,支气管炎,婴儿支气管炎是什么引起的,婴儿支气管炎，要用什么药物治疗呢,0
415,支气管炎,婴儿支气管炎是什么引起的,什么原因导致婴幼儿支气管炎,1
416,支气管炎,婴儿支气管炎是什么引起的,婴幼儿为什么会得支气管炎,1
417,支气管炎,婴儿支气管炎是什么引起的,支气管炎的症状是什么,0
418,支气管炎,婴儿支气管炎是什么引起的,支气管炎和下支气管炎有什么区别,0
419,支气管炎,婴儿支气管炎是什么引起的,支气管炎会引起胸闷气短吗,0
420,支气管炎,婴儿支气管炎是什么引起的,什么原因会引起婴幼儿支气管炎,1
421,支气管炎,婴儿支气管炎是什么引起的,婴幼儿免疫力下降是不是会引起支气管炎,1
422,支气管炎,婴儿支气管炎是什么引起的,婴幼儿支气管炎能吃油腻的食物吗,0
423,支气管炎,婴儿支气管炎是什么引起的,婴幼儿支气管炎补充维生素可以改善吗,0
424,支气管炎,婴儿支气管炎是什么引起的,两个月的婴儿支气管炎可以吃药吗,0
425,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎的症状有哪些？,1
426,支气管炎,婴幼儿支气管炎的症状是什么？,支气管炎婴幼儿有哪些症状？,1
427,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎如何预防？,0
428,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎可以预防吗？,0
429,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎的病因是什么？,0
430,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎怎样治疗,1
431,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎能吃什么药,1
432,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎是什么引起的,0
433,支气管炎,孕妇支气管炎吃什么药?,受凉会引起孕妇支气管炎吗,0
434,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎能引起腹泻吗,0
435,支气管炎,孩子支气管炎吃什么药?,孩子支气管炎可以吃那种药,1
436,支气管炎,孩子支气管炎吃什么药?,孩子支气管炎用什么药管用,1
437,支气管炎,孩子支气管炎吃什么药?,孩子发热吃什么药最有效,0
438,支气管炎,孩子支气管炎吃什么药?,孩子支气管炎挂什么科室,0
439,支气管炎,孩子支气管炎吃什么药?,支气管炎吃罗红霉素有效果吗,0
440,支气管炎,孩子支气管炎引起反复发烧是什么原因,孩子支气管炎引起发烧的诱因是什么,1
441,支气管炎,孩子支气管炎引起反复发烧是什么原因,孩子支气管炎引起反复发烧是什么引起的,1
442,支气管炎,孩子支气管炎引起反复发烧是什么原因,孩子先咳嗽后发烧是肺炎吗,0
443,支气管炎,孩子支气管炎引起反复发烧是什么原因,孩子支气管炎怎么办,0
444,支气管炎,孩子支气管炎引起反复发烧是什么原因,孩子支气管炎能引起什么不适,0
445,支气管炎,孩子支气管炎怎么办？,怎么应对孩子支气管炎？,1
446,支气管炎,孩子支气管炎怎么办？,孩子支气管炎怎么应对？,1
447,支气管炎,孩子支气管炎怎么办？,孩子支气管炎如何预防？,0
448,支气管炎,孩子支气管炎怎么办？,孩子支气管炎可以用哪些药？,0
449,支气管炎,孩子支气管炎怎么办？,孩子上支气管炎怎么办？,0
450,支气管炎,孩子咳嗽有支气管炎的征兆怎么办？,孩子咳嗽有支气管炎的征兆如何是好？,1
451,支气管炎,孩子咳嗽有支气管炎的征兆怎么办？,孩子咳嗽有支气管炎的征兆该咋办？,1
452,支气管炎,孩子咳嗽有支气管炎的征兆怎么办？,孩子支气管炎的发病原因是怎样的？,0
453,支气管炎,孩子咳嗽有支气管炎的征兆怎么办？,孩子支气管炎有什么症状？,0
454,支气管炎,孩子咳嗽有支气管炎的征兆怎么办？,小孩支气管炎有什么征兆？,0
455,支气管炎,孩子支气管炎治好以后会复发吗,小孩得支气管炎好了会复发吗？,1
456,支气管炎,孩子支气管炎治好以后会复发吗,小孩得支气管炎治愈后还复发吗？,1
457,支气管炎,孩子支气管炎治好以后会复发吗,小孩支气管炎怎么办？,0
458,支气管炎,孩子支气管炎治好以后会复发吗,儿童支气管炎会传染吗？,0
459,支气管炎,孩子支气管炎治好以后会复发吗,孩子支气管炎好了后如何增加营养？,0
460,支气管炎,宝宝一周得了支气管炎输了五天美川清可以吗,宝宝一周得了支气管炎输了五天美川清可以这样吗？,1
461,支气管炎,宝宝一周得了支气管炎输了五天美川清可以吗,宝宝一周得了支气管炎输了五天美川清能行吗？,1
462,支气管炎,宝宝一周得了支气管炎输了五天美川清可以吗,支气管炎打美川清不见好是什么原因？,0
463,支气管炎,宝宝一周得了支气管炎输了五天美川清可以吗,支气管炎可以根治吗？,0
464,支气管炎,宝宝一周得了支气管炎输了五天美川清可以吗,得了支气管炎输美川清有啥副作用？,0
465,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧多久能好,1
466,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧治愈需要几天,1
467,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧好不好,0
468,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧怎么办,0
469,支气管炎,宝宝支气管炎发烧几天能好,宝宝导致发烧的原因是什么,0
470,支气管炎,宝宝支气管炎吃什么药好,宝宝支气管炎用什么药治疗吗,1
471,支气管炎,宝宝支气管炎吃什么药好,治疗宝宝支气管炎哪种药效果好,1
472,支气管炎,宝宝支气管炎吃什么药好,宝宝支气管炎是什么原因,0
473,支气管炎,宝宝支气管炎吃什么药好,宝宝感冒怎么办,0
474,支气管炎,宝宝支气管炎吃什么药好,宝宝支气管炎反复发烧影响智力吗,0
475,支气管炎,宝宝前段时间支气管炎，好了快半月了又复发咋办,宝宝前段时间支气管炎，好了快半月了又复发该怎么办？,1
476,支气管炎,宝宝前段时间支气管炎，好了快半月了又复发咋办,宝宝前段时间支气管炎，好了快半月了又复发如何是好？,1
477,支气管炎,宝宝前段时间支气管炎，好了快半月了又复发咋办,宝宝支气管炎严重吗？,0
478,支气管炎,宝宝前段时间支气管炎，好了快半月了又复发咋办,宝宝支气管炎复发有哪些症状？,0
479,支气管炎,宝宝前段时间支气管炎，好了快半月了又复发咋办,宝宝支气管炎多久能好？,0
480,支气管炎,宝宝支气管炎怎么查过敏源,宝宝支气管炎如何查过敏源？,1
481,支气管炎,宝宝支气管炎怎么查过敏源,宝宝支气管炎过敏源从哪查？,1
482,支气管炎,宝宝支气管炎怎么查过敏源,宝宝支气管炎是免疫力下降吗？,0
483,支气管炎,宝宝支气管炎怎么查过敏源,支气管炎病情跟自身抵抗力有关吗？,0
484,支气管炎,宝宝支气管炎怎么查过敏源,宝宝花粉过敏，抵抗力过低吃什么药？,0
485,支气管炎,宝宝得了支气管炎怎么办,宝宝得了支气管炎该如何是好？,1
486,支气管炎,宝宝得了支气管炎怎么办,宝宝得了支气管炎怎么处理？,1
487,支气管炎,宝宝得了支气管炎怎么办,宝宝为什么会得支气管炎？,0
488,支气管炎,宝宝得了支气管炎怎么办,支气管炎不可以根治吗？,0
489,支气管炎,宝宝得了支气管炎怎么办,"宝宝得了支气管炎肺炎,输水了老是迷睡怎么办？",0
490,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染的症状是什么？,1
491,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染有什么症状？,1
492,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染多久能好？,0
493,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染要住院?,0
494,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染用什么方法治疗？,0
495,支气管炎,导致小儿支气管炎的原因有哪些？,小儿支气管炎的病因是什么？,1
496,支气管炎,导致小儿支气管炎的原因有哪些？,小儿支气管炎是怎么造成的？,1
497,支气管炎,导致小儿支气管炎的原因有哪些？,小儿支气管炎的症状有哪些？,0
498,支气管炎,导致小儿支气管炎的原因有哪些？,小儿支气管炎传播途径有什么？,0
499,支气管炎,导致小儿支气管炎的原因有哪些？,小儿支气管炎常见吗？,0
500,支气管炎,小儿支气管炎可以预防吗？,可以预防小儿支气管炎吗?,1
501,支气管炎,小儿支气管炎可以预防吗？,小儿可以预防支气管炎吗？,1
502,支气管炎,小儿支气管炎可以预防吗？,小儿支气管炎可以用哪些药？,0
503,支气管炎,小儿支气管炎可以预防吗？,小儿支气管炎吃药没有效果怎么办？,0
504,支气管炎,小儿支气管炎可以预防吗？,小儿支气管炎的病因是什么？,0
505,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎的病因是什么？,1
506,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎是什么原因引起的？,1
507,支气管炎,小儿支气管炎的原因有哪些？,小儿急性支气管炎的病因,0
508,支气管炎,小儿支气管炎的原因有哪些？,小儿感冒的原因,0
509,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎的原因有哪些？,0
510,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎有哪些原因？,1
511,支气管炎,小儿支气管炎的原因有哪些？,有哪些原因导致小儿支气管炎？,1
512,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎吃药没有效果怎么办？,0
513,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎可以用哪些药？,0
514,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎可以预防吗？,0
515,支气管炎,小儿推拿对支气管炎有帮助吗？,小儿推拿对支气管炎有效果吗？,1
516,支气管炎,小儿推拿对支气管炎有帮助吗？,小儿推拿有助于治疗支气管炎吗？,1
517,支气管炎,小儿推拿对支气管炎有帮助吗？,治疗支气管炎有什么按摩方法吗？,0
518,支气管炎,小儿推拿对支气管炎有帮助吗？,怎么诊断小儿支气管炎？,0
519,支气管炎,小儿推拿对支气管炎有帮助吗？,小儿支气管炎有什么症状？,0
520,支气管炎,小儿支气管炎会传染吗？,小儿支气管炎会不会传染？,1
521,支气管炎,小儿支气管炎会传染吗？,小儿支气管炎能传给别人吗？,1
522,支气管炎,小儿支气管炎会传染吗？,小儿支气管炎有哪些症状？,0
523,支气管炎,小儿支气管炎会传染吗？,小儿支气管炎有什么注意事项？,0
524,支气管炎,小儿支气管炎会传染吗？,小儿支气管炎是什么病？,0
525,支气管炎,小儿支气管炎会引发脑炎吗？,小儿支气管炎会诱发脑炎吗？,1
526,支气管炎,小儿支气管炎会引发脑炎吗？,小儿支气管炎会造成脑炎吗？,1
527,支气管炎,小儿支气管炎会引发脑炎吗？,小儿支气管炎会引发其他疾病吗？,0
528,支气管炎,小儿支气管炎会引发脑炎吗？,小儿支气管炎有哪些症状？,0
529,支气管炎,小儿支气管炎会引发脑炎吗？,小儿支气管炎好治吗？,0
530,支气管炎,小儿支气管炎但是不咳嗽，严重吗？,小儿支气管炎但是不咳嗽，要不要紧？,1
531,支气管炎,小儿支气管炎但是不咳嗽，严重吗？,小儿支气管炎但是不咳嗽，是否严重？,1
532,支气管炎,小儿支气管炎但是不咳嗽，严重吗？,小儿支气管炎有什么症状？,0
533,支气管炎,小儿支气管炎但是不咳嗽，严重吗？,怎么检查诊断小儿支气管炎？,0
534,支气管炎,小儿支气管炎但是不咳嗽，严重吗？,小儿支气管炎怎么治？,0
535,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽该吃什么药？,1
536,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽吃什么药有效？,1
537,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽怎么办？,0
538,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽的病因是什么？,0
539,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽怎么治？,0
540,支气管炎,小儿支气管炎弱阳性严重吗？,小儿支气管炎弱阳性是否严重？,1
541,支气管炎,小儿支气管炎弱阳性严重吗？,小儿支气管炎弱阳性严不严重？,1
542,支气管炎,小儿支气管炎弱阳性严重吗？,小儿支气管炎弱阳性是什么意思？,0
543,支气管炎,小儿支气管炎弱阳性严重吗？,小儿支气管炎弱阳性怎么治？,0
544,支气管炎,小儿支气管炎弱阳性严重吗？,小儿支气管炎弱阳性有哪些症状？,0
545,支气管炎,小儿支气管炎怎么治疗,怎么治疗小儿支气管炎？,1
546,支气管炎,小儿支气管炎怎么治疗,小儿支气管炎该怎么医治？,1
547,支气管炎,小儿支气管炎怎么治疗,小儿支气管炎常见吗？,0
548,支气管炎,小儿支气管炎怎么治疗,小儿支气管炎传播途径有什么？,0
549,支气管炎,小儿支气管炎怎么治疗,小儿支气管炎的注意事项是什么？,0
550,支气管炎,小儿支气管炎有什么症状,小儿支气管炎的症状有哪些？,1
551,支气管炎,小儿支气管炎有什么症状,小儿支气管炎症状是什么？,1
552,支气管炎,小儿支气管炎有什么症状,小儿支气管炎怎么治？,0
553,支气管炎,小儿支气管炎有什么症状,小儿支气管炎怎么办？,0
554,支气管炎,小儿支气管炎有什么症状,什么是支气管炎感染？,0
555,支气管炎,小儿支气管炎治愈后的咳嗽,支气管炎痊愈后还会咳嗽吗？,1
556,支气管炎,小儿支气管炎治愈后的咳嗽,支气管炎痊愈后会不会还咳嗽？,1
557,支气管炎,小儿支气管炎治愈后的咳嗽,支气管炎康复期咳嗽怎么办？,0
558,支气管炎,小儿支气管炎治愈后的咳嗽,支气管炎肺炎好治疗吗？,0
559,支气管炎,小儿支气管炎治愈后的咳嗽,小孩支气管炎咳嗽可以吃鸽子吗？,0
560,支气管炎,小儿支气管炎治疗方法有哪些？,治疗小儿支气管炎方法是什么？,1
561,支气管炎,小儿支气管炎治疗方法有哪些？,小儿支气管炎有什么治疗方案?,1
562,支气管炎,小儿支气管炎治疗方法有哪些？,小儿支气管炎常见吗？,0
563,支气管炎,小儿支气管炎治疗方法有哪些？,小儿支气管炎肺炎有没有后遗症?,0
