id,category,query1,query2,label
564,支气管炎,小儿支气管炎治疗方法有哪些？,小儿支气管炎严重吗？,0
565,支气管炎,小儿支气管炎的恢复期治疗要注意什么,小孩子支气管炎恢复要注意什么,1
566,支气管炎,小儿支气管炎的恢复期治疗要注意什么,小孩支气管炎快恢复了，需要注意啥呢？,1
567,支气管炎,小儿支气管炎的恢复期治疗要注意什么,小孩支气管炎要怎么治疗,0
568,支气管炎,小儿支气管炎的恢复期治疗要注意什么,支气管炎会不会恢复,0
569,支气管炎,小儿支气管炎的恢复期治疗要注意什么,支气管炎要注意什么,0
570,支气管炎,小儿支气管炎的治疗方法及治疗周期,"小儿支气管炎一般如何医治,多长时间能好？",1
571,支气管炎,小儿支气管炎的治疗方法及治疗周期,小儿支气管炎怎么治需要治疗多长时间？,1
572,支气管炎,小儿支气管炎的治疗方法及治疗周期,支气管炎能断根吗？,0
573,支气管炎,小儿支气管炎的治疗方法及治疗周期,小儿支气管炎有什么症状呢？,0
574,支气管炎,小儿支气管炎的治疗方法及治疗周期,小儿支气管炎传染吗？,0
575,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎有哪些症状？,1
576,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎有什么样的症状？,1
577,支气管炎,小儿支气管炎的症状是什么？,怎么治疗小儿支气管炎？,0
578,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎会传染吗？,0
579,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎吃什么药有效果？,0
580,支气管炎,小儿支气管炎能用中医治疗吗？,中医能否医治小儿支气管炎？,1
581,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎可以通过中医治疗吗？,1
582,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎有哪些治疗方法？,0
583,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎是什么病？,0
584,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎饮食需要注意什么？,0
585,支气管炎,小儿支气管炎食疗是怎么样的？,小儿支气管炎如何食疗？,1
586,支气管炎,小儿支气管炎食疗是怎么样的？,小儿支气管炎有什么食疗办法？,1
587,支气管炎,小儿支气管炎食疗是怎么样的？,小儿支气管炎饮食需要注意什么？,0
588,支气管炎,小儿支气管炎食疗是怎么样的？,小儿支气管炎有什么症状？,0
589,支气管炎,小儿支气管炎食疗是怎么样的？,小儿支气管炎能吃什么药？,0
590,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎要怎么治疗？,1
591,支气管炎,小儿支气管炎，需要如何治疗?,该如何治疗小儿支气管炎？,1
592,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎是什么？,0
593,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎是什么症状？,0
594,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎怎么确诊？,0
595,支气管炎,小儿支气管肺炎和支气管炎有什么区别？,小儿支气管肺炎和支气管炎区别是什么？,1
596,支气管炎,小儿支气管肺炎和支气管炎有什么区别？,小儿支气管肺炎和支气管炎有哪些区别？,1
597,支气管炎,小儿支气管肺炎和支气管炎有什么区别？,小儿支气管肺炎和支气管炎会互相转化吗？,0
598,支气管炎,小儿支气管肺炎和支气管炎有什么区别？,小儿支气管肺炎有什么症状？,0
599,支气管炎,小儿支气管肺炎和支气管炎有什么区别？,小儿支气管肺炎和支气管炎哪个严重？,0
600,支气管炎,小儿支气管炎怎么办,小儿支气管炎怎么治疗？,1
601,支气管炎,小儿支气管炎怎么办,小儿支气管炎如何处理？,1
602,支气管炎,小儿支气管炎怎么办,小儿支气管炎的症状有什么？,0
603,支气管炎,小儿支气管炎怎么办,怎样预防小儿支气管炎？,0
604,支气管炎,小儿支气管炎怎么办,小儿支气管炎推拿怎么做？,0
605,支气管炎,小孩支气管炎吃什么药,小孩支气管炎需要怎么办,1
606,支气管炎,小孩支气管炎吃什么药,小孩支气管炎怎样治疗,1
607,支气管炎,小孩支气管炎吃什么药,小孩支气管炎是抵抗力差吗,0
608,支气管炎,小孩支气管炎吃什么药,小孩支气管炎能引起肺炎吗,0
609,支气管炎,小孩支气管炎吃什么药,小孩支气管炎不咳嗽好不好,0
610,支气管炎,小孩支气管炎吃什么药,小孩支气管炎可以吃什么药,1
611,支气管炎,小孩支气管炎吃什么药,小孩支气管炎可以用什么药治疗,1
612,支气管炎,小孩支气管炎吃什么药,小孩急性支气管炎吃什么药,0
613,支气管炎,小孩支气管炎吃什么药,小孩反复支气管炎的危害是什么,0
614,支气管炎,小孩支气管炎吃什么药,小孩支气管炎可以引起咳嗽吗,0
615,支气管炎,小孩咳嗽支气管炎怎么治疗？,儿童咳嗽支气管炎怎么办?,1
616,支气管炎,小孩咳嗽支气管炎怎么治疗？,儿童咳嗽支气管炎如何医治?,1
617,支气管炎,小孩咳嗽支气管炎怎么治疗？,儿童咳嗽支气管炎有什么特点？,0
618,支气管炎,小孩咳嗽支气管炎怎么治疗？,咳嗽支气管炎饮食禁忌是什么？,0
619,支气管炎,小孩咳嗽支气管炎怎么治疗？,如何诊断儿童咳嗽支气管炎？,0
620,支气管炎,小孩咳嗽，支气管炎吃什么药好的最快,小孩咳嗽，支气管炎吃什么药见效快？,1
621,支气管炎,小孩咳嗽，支气管炎吃什么药好的最快,小孩咳嗽，支气管炎吃什么药最管用？,1
622,支气管炎,小孩咳嗽，支气管炎吃什么药好的最快,小孩咳嗽，支气管炎要注意什么？,0
623,支气管炎,小孩咳嗽，支气管炎吃什么药好的最快,小孩咳嗽，支气管炎怎么办？,0
624,支气管炎,小孩咳嗽，支气管炎吃什么药好的最快,小孩咳嗽会引发支气管炎吗？,0
625,支气管炎,小孩患支气管炎怎么办,宝宝患支气管炎怎么治疗,1
626,支气管炎,小孩患支气管炎怎么办,小孩支气管炎应该怎么做,1
627,支气管炎,小孩患支气管炎怎么办,什么引起支气管炎,0
628,支气管炎,小孩患支气管炎怎么办,孕妇患支气管炎应该注意什么,0
629,支气管炎,小孩患支气管炎怎么办,支气管炎患者不能吃什么,0
630,支气管炎,小孩支气管炎会传染吗,小孩支气管炎是否传染？,1
631,支气管炎,小孩支气管炎会传染吗,小孩支气管炎会不会传染？,1
632,支气管炎,小孩支气管炎会传染吗,小孩支气管炎的症状有哪些啊？,0
633,支气管炎,小孩支气管炎会传染吗,小孩支气管炎严重吗？,0
634,支气管炎,小孩支气管炎会传染吗,小孩支气管炎多久能好？,0
635,支气管炎,小孩支气管炎咳嗽吃什么药好的快,小孩支气管炎咳嗽吃哪种药见效快？,1
636,支气管炎,小孩支气管炎咳嗽吃什么药好的快,小孩支气管炎咳嗽吃什么药最管用？,1
637,支气管炎,小孩支气管炎咳嗽吃什么药好的快,小孩支气管炎咳嗽有什么症状？,0
638,支气管炎,小孩支气管炎咳嗽吃什么药好的快,支气管炎咳嗽怎么治疗？,0
639,支气管炎,小孩支气管炎咳嗽吃什么药好的快,支气管炎咳嗽病因是什么？,0
640,支气管炎,异丙托溴铵气雾剂小孩支气管炎能不能用,异丙托溴铵气雾剂小孩支气管炎能否使用？,1
641,支气管炎,异丙托溴铵气雾剂小孩支气管炎能不能用,小孩支气管炎能用异丙托溴铵气雾剂吗？,1
642,支气管炎,异丙托溴铵气雾剂小孩支气管炎能不能用,小孩支气管炎有哪些症状？,0
643,支气管炎,异丙托溴铵气雾剂小孩支气管炎能不能用,异丙托溴铵气雾剂是治疗什么疾病的？,0
644,支气管炎,异丙托溴铵气雾剂小孩支气管炎能不能用,异丙托溴铵气雾剂的用法用量是什么？,0
645,支气管炎,得了咳嗽支气管炎，怎么治疗,得了咳嗽支气管炎，怎么办,1
646,支气管炎,得了咳嗽支气管炎，怎么治疗,得了咳嗽支气管炎如何治疗,1
647,支气管炎,得了咳嗽支气管炎，怎么治疗,咳嗽支气管炎和支气管炎的区别是什么,0
648,支气管炎,得了咳嗽支气管炎，怎么治疗,得了咳嗽支气管炎早期体征是什么,0
649,支气管炎,得了咳嗽支气管炎，怎么治疗,得了咳嗽支气管炎危害是什么,0
650,支气管炎,得了支气管炎病还可以跑步锻炼吗,支气管炎病患者还能跑步锻炼吗？,1
651,支气管炎,得了支气管炎病还可以跑步锻炼吗,支气管炎病患者能否跑步运动？,1
652,支气管炎,得了支气管炎病还可以跑步锻炼吗,支气管炎病有得治吗？,0
653,支气管炎,得了支气管炎病还可以跑步锻炼吗,支气管炎病晚期症状是什么？,0
654,支气管炎,得了支气管炎病还可以跑步锻炼吗,JUC支气管炎病人可以雾化用吗？,0
655,支气管炎,得了小儿支气管炎应该注意什么？,小儿支气管炎的注意事项有哪些？,1
656,支气管炎,得了小儿支气管炎应该注意什么？,小儿支气管炎有什么需要注意的？,1
657,支气管炎,得了小儿支气管炎应该注意什么？,怎么检查诊断小儿支气管炎？,0
658,支气管炎,得了小儿支气管炎应该注意什么？,小儿支气管炎传染吗？,0
659,支气管炎,得了小儿支气管炎应该注意什么？,怎么治疗小儿支气管炎？,0
660,支气管炎,得了支气管炎可以服用博利康尼吗,博利康尼能治疗支气管炎吗？,1
661,支气管炎,得了支气管炎可以服用博利康尼吗,得了支气管炎能否服用博利康尼？,1
662,支气管炎,得了支气管炎可以服用博利康尼吗,支气管炎有什么症状？,0
663,支气管炎,得了支气管炎可以服用博利康尼吗,得了支气管炎怎么治疗有效果？,0
664,支气管炎,得了支气管炎可以服用博利康尼吗,得了支气管炎会传染给家人吗？,0
665,支气管炎,得了支气管炎能活多久?,患了支气管炎会影响寿命吗,1
666,支气管炎,得了支气管炎能活多久?,得了支气管炎会活多久?,1
667,支气管炎,得了支气管炎能活多久?,怎样判断是不是支气管炎,0
668,支气管炎,得了支气管炎能活多久?,支气管炎能预防吗,0
669,支气管炎,得了支气管炎能活多久?,支气管炎会遗传吗,0
670,支气管炎,得了支气管炎该怎么办,患上支气管炎怎么治疗,1
671,支气管炎,得了支气管炎该怎么办,得了支气管炎怎样治愈,1
672,支气管炎,得了支气管炎该怎么办,支气管炎能喝酒吗,0
673,支气管炎,得了支气管炎该怎么办,支气管炎遗传吗,0
674,支气管炎,得了支气管炎该怎么办,支气管炎会影响体质吗,0
675,支气管炎,得了支气管炎该怎么办？,得了支气管炎如何是好？,1
676,支气管炎,得了支气管炎该怎么办？,得了支气管炎该怎么治？,1
677,支气管炎,得了支气管炎该怎么办？,得了支气管炎会传染吗？,0
678,支气管炎,得了支气管炎该怎么办？,得了支气管炎能吃什么食物？,0
679,支气管炎,得了支气管炎该怎么办？,支气管炎难治吗？,0
680,支气管炎,"得过支气管炎病的人,有哪些适合的健身方式?",有哪些健身方式适合支气管炎病患者?,1
681,支气管炎,"得过支气管炎病的人,有哪些适合的健身方式?","得过支气管炎病的人,可以选择怎样的健身方式？",1
682,支气管炎,"得过支气管炎病的人,有哪些适合的健身方式?",支气管炎病患者能否跑步运动？,0
683,支气管炎,"得过支气管炎病的人,有哪些适合的健身方式?",支气管炎病是怎么得上的？,0
684,支气管炎,"得过支气管炎病的人,有哪些适合的健身方式?",支气管炎病能治好吗？,0
685,支气管炎,怎样判断是支气管炎呢?,如何判断是否患有支气管炎,1
686,支气管炎,怎样判断是支气管炎呢?,支气管炎是怎样判断出来的,1
687,支气管炎,怎样判断是支气管炎呢?,支气管炎怎样护理,0
688,支气管炎,怎样判断是支气管炎呢?,支气管炎应该要注意什么?,0
689,支气管炎,怎样判断是支气管炎呢?,支气管炎吃什么好？,0
690,支气管炎,怎样治疗支气管炎最好,如何治疗支气管炎最好呢？,1
691,支气管炎,怎样治疗支气管炎最好,怎么治疗支气管炎效果佳？,1
692,支气管炎,怎样治疗支气管炎最好,支气管炎病好治吗？,0
693,支气管炎,怎样治疗支气管炎最好,四川哪里治疗支气管炎最好？,0
694,支气管炎,怎样治疗支气管炎最好,什么是支气管炎？,0
695,支气管炎,患了支气管炎复方氯喘片能治疗吗,复方氯喘片能治疗支气管炎患者吗？,1
696,支气管炎,患了支气管炎复方氯喘片能治疗吗,患了支气管炎复方氯喘片可否能治疗？,1
697,支气管炎,患了支气管炎复方氯喘片能治疗吗,患了支气管炎要注意什么？,0
698,支气管炎,患了支气管炎复方氯喘片能治疗吗,支气管炎有哪些症状？,0
699,支气管炎,患了支气管炎复方氯喘片能治疗吗,患了支气管炎能根治吗？,0
700,支气管炎,患有支气管炎现在反复发作咳嗽严重怎么办,患有支气管炎现在反复发作咳嗽严重如何是好？,1
701,支气管炎,患有支气管炎现在反复发作咳嗽严重怎么办,患有支气管炎现在反复发作咳嗽严重怎么治疗？,1
702,支气管炎,患有支气管炎现在反复发作咳嗽严重怎么办,患有支气管炎有哪些症状？,0
703,支气管炎,患有支气管炎现在反复发作咳嗽严重怎么办,患有支气管炎现在反复发作咳嗽能服用什么药？,0
704,支气管炎,患有支气管炎现在反复发作咳嗽严重怎么办,患有支气管炎该咋办？,0
705,支气管炎,感冒会引起支气管炎吗？,感冒是否会诱发支气管炎吗？,1
706,支气管炎,感冒会引起支气管炎吗？,感冒会导致支气管炎发作吗?,1
707,支气管炎,感冒会引起支气管炎吗？,孩子感冒引起过敏性鼻炎，想问如何治疗及预防？,0
708,支气管炎,感冒会引起支气管炎吗？,过敏性紫癜的孩子感冒了怎么护理？,0
709,支气管炎,感冒会引起支气管炎吗？,孩子现在过敏性咳嗽，可以吃感冒药吗？,0
710,支气管炎,我支气管炎近50天了反反复复该怎么办,支气管炎老是反复用什么疗效比较快,1
711,支气管炎,我支气管炎近50天了反反复复该怎么办,支气管炎一直不好怎么办,1
712,支气管炎,我支气管炎近50天了反反复复该怎么办,支气管炎和肺炎的症状区别在哪里,0
713,支气管炎,我支气管炎近50天了反反复复该怎么办,支气管炎有潜伏期吗,0
714,支气管炎,我支气管炎近50天了反反复复该怎么办,支气管炎主要症状表现是什么,0
715,支气管炎,我小孩一岁半了咳嗽加支气管炎怎么办,儿童咳嗽加支气管炎怎么治疗？,1
716,支气管炎,我小孩一岁半了咳嗽加支气管炎怎么办,小孩一岁半了咳嗽加支气管炎该怎么做？,1
717,支气管炎,我小孩一岁半了咳嗽加支气管炎怎么办,咳嗽支气管炎是什么？,0
718,支气管炎,我小孩一岁半了咳嗽加支气管炎怎么办,小孩咳嗽支气管炎怎么回事？,0
719,支气管炎,我小孩一岁半了咳嗽加支气管炎怎么办,以前有支气管炎史，应该如何用药？,0
720,支气管炎,我是不是得了支气管炎?为什么会得?,为什么会得支气管炎?,1
721,支气管炎,我是不是得了支气管炎?为什么会得?,得支气管炎有哪些原因?,1
722,支气管炎,我是不是得了支气管炎?为什么会得?,得支气管炎的人吃什么好？,0
723,支气管炎,我是不是得了支气管炎?为什么会得?,支气管炎会传染人吗？,0
724,支气管炎,我是不是得了支气管炎?为什么会得?,患支气管炎的人要注意什么？,0
725,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,新生儿患了支气管炎刚出生如何是好？,1
726,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,我的一个刚出生女儿患了支气管炎该怎么做才好？,1
727,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,宝宝支气管炎严重吗？,0
728,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,宝宝支气管炎多久能好？,0
729,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,小儿支气管炎是什么症状？,0
730,支气管炎,我老公好像得了支气管炎怎么办,我老公好像得了支气管炎如何是好？,1
731,支气管炎,我老公好像得了支气管炎怎么办,我老公好像得了支气管炎该怎么做？,1
732,支气管炎,我老公好像得了支气管炎怎么办,什么是支气管炎？,0
733,支气管炎,我老公好像得了支气管炎怎么办,支气管炎有哪些症状？,0
734,支气管炎,我老公好像得了支气管炎怎么办,得了支气管炎会不会传给家人？,0
735,支气管炎,推拿能治疗小儿支气管炎吗？,推拿对治疗小儿支气管炎有效吗？,1
736,支气管炎,推拿能治疗小儿支气管炎吗？,推拿治疗小儿支气管炎有帮助吗？,1
737,支气管炎,推拿能治疗小儿支气管炎吗？,治疗小儿支气管炎有什么方法？,0
738,支气管炎,推拿能治疗小儿支气管炎吗？,小儿支气管炎有哪些症状？,0
739,支气管炎,推拿能治疗小儿支气管炎吗？,小儿支气管炎严重吗？,0
740,支气管炎,支气管炎一般要治疗多久能好,支气管炎一般需要几天能治好？,1
741,支气管炎,支气管炎一般要治疗多久能好,支气管炎多久能治好？,1
742,支气管炎,支气管炎一般要治疗多久能好,支气管炎一般烧几天？,0
743,支气管炎,支气管炎一般要治疗多久能好,支气管炎前几天能化验出来吗？,0
744,支气管炎,支气管炎一般要治疗多久能好,支气管炎化验血能化验出么？,0
745,支气管炎,支气管炎一般要治疗多久能好,支气管炎一般多久可以治好？,1
746,支气管炎,支气管炎一般要治疗多久能好,要治愈支气管炎需要多久？,1
747,支气管炎,支气管炎一般要治疗多久能好,支气管炎表现有哪些？,0
748,支气管炎,支气管炎一般要治疗多久能好,支气管炎怎么治，治疗方案有哪些？,0
749,支气管炎,支气管炎一般要治疗多久能好,要治疗支气管炎有什么方法？,0
750,支气管炎,支气管炎刺激性咳反复发作可以用什么药,支气管炎刺激性咳反复发作能服用哪些药？,1
751,支气管炎,支气管炎刺激性咳反复发作可以用什么药,支气管炎刺激性咳反复发作该吃什么药？,1
752,支气管炎,支气管炎刺激性咳反复发作可以用什么药,支气管炎刺激性咳反复发作是什么原因？,0
753,支气管炎,支气管炎刺激性咳反复发作可以用什么药,支气管炎有哪些症状?,0
754,支气管炎,支气管炎刺激性咳反复发作可以用什么药,支气管炎刺激性咳反复发作能根治吗？,0
755,支气管炎,支气管炎吃转移因子异丙托溴铵气雾剂可以吗,支气管炎能吃转移因子异丙托溴铵气雾剂吗？,1
756,支气管炎,支气管炎吃转移因子异丙托溴铵气雾剂可以吗,支气管炎病人吃转移因子异丙托溴铵气雾剂可取吗？,1
757,支气管炎,支气管炎吃转移因子异丙托溴铵气雾剂可以吗,支气管炎会自己好吗？,0
758,支气管炎,支气管炎吃转移因子异丙托溴铵气雾剂可以吗,转移因子异丙托溴铵气雾剂是用来治疗什么的？,0
759,支气管炎,支气管炎吃转移因子异丙托溴铵气雾剂可以吗,转移因子异丙托溴铵气雾剂有什么注意的？,0
760,支气管炎,支气管炎好后反复咳嗽怎么治疗？,支气管炎好后反复咳嗽该如何治疗？,1
761,支气管炎,支气管炎好后反复咳嗽怎么治疗？,支气管炎好后反复咳嗽怎么办？,1
762,支气管炎,支气管炎好后反复咳嗽怎么治疗？,支气管炎治愈后还复发吗？,0
763,支气管炎,支气管炎好后反复咳嗽怎么治疗？,支气管炎好有哪些症状？,0
764,支气管炎,支气管炎好后反复咳嗽怎么治疗？,支气管炎好后反复咳嗽是怎么了？,0
765,支气管炎,支气管炎怎样治疗和食疗,支气管炎引发的肺炎如何治疗以及食疗呀？,1
766,支气管炎,支气管炎怎样治疗和食疗,怎样治疗和如何食疗支气管炎？,1
767,支气管炎,支气管炎怎样治疗和食疗,支气管炎感染症状是什么？,0
768,支气管炎,支气管炎怎样治疗和食疗,什么是支气管炎感染？,0
769,支气管炎,支气管炎怎样治疗和食疗,支气管炎感染需要住院吗？,0
770,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染，不打吊瓶可以吗？,1
771,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染，能否不打吊瓶？,1
772,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染怎么治疗？,0
773,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染有什么症状？,0
774,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染如何预防？,0
775,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染能否不打吊瓶？,1
776,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染，不打吊瓶能行吗？,1
777,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染怎么办？,0
778,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染是什么症状？,0
779,支气管炎,支气管炎感染，可以不打吊瓶嘛？,支气管炎感染吃什么药？,0
780,支气管炎,支气管炎治疗注射什么药？,支气管炎治疗能注射哪些药？,1
781,支气管炎,支气管炎治疗注射什么药？,支气管炎治疗又什么药可以注射？,1
782,支气管炎,支气管炎治疗注射什么药？,得支气管炎怎么治疗？,0
783,支气管炎,支气管炎治疗注射什么药？,支气管炎有什么症状？,0
784,支气管炎,支气管炎治疗注射什么药？,怎么诊断检查支气管炎？,0
785,支气管炎,支气管炎的症状及治疗方法是什么,支气管炎有什么症状治疗支气管炎的方法有哪些?,1
786,支气管炎,支气管炎的症状及治疗方法是什么,支气管炎有哪些症状有什么治疗方法？,1
787,支气管炎,支气管炎的症状及治疗方法是什么,肺炎衣原体与支气管炎有什么区别？,0
788,支气管炎,支气管炎的症状及治疗方法是什么,支气管炎培养及药敏的检验单怎么看？,0
789,支气管炎,支气管炎的症状及治疗方法是什么,小儿支原体与小儿支气管炎相同吗？,0
790,支气管炎,支气管炎要怎么诊断检查,怎么诊断检查支气管炎？,1
791,支气管炎,支气管炎要怎么诊断检查,怎么能诊断检查出支气管炎？,1
792,支气管炎,支气管炎要怎么诊断检查,"支气管炎,需要怎么治疗？",0
793,支气管炎,支气管炎要怎么诊断检查,支气管炎抽血检查要空腹吗？,0
794,支气管炎,支气管炎要怎么诊断检查,如何看支气管炎检查报告？,0
795,支气管炎,支气管炎博利康尼扎了7天停药3天又,支气管炎博利康尼扎了7天停药3天会怎么样？,1
796,支气管炎,支气管炎博利康尼扎了7天停药3天又,支气管炎博利康尼扎了7天停药3天会有什么后果？,1
797,支气管炎,支气管炎博利康尼扎了7天停药3天又,支气管炎博利康尼要扎几天？,0
798,支气管炎,支气管炎博利康尼扎了7天停药3天又,支气管炎博利康尼有什么副作用？,0
799,支气管炎,支气管炎博利康尼扎了7天停药3天又,支气管炎博利康尼能治什么病？,0
800,支气管炎,支气管炎，好了以后脸和耳朵红是怎么了？,支气管炎，好了以后脸和耳朵红是什么情况？,1
801,支气管炎,支气管炎，好了以后脸和耳朵红是怎么了？,支气管炎，好了以后脸和耳朵红是怎么回事？,1
802,支气管炎,支气管炎，好了以后脸和耳朵红是怎么了？,支气管炎有后遗症吗？,0
803,支气管炎,支气管炎，好了以后脸和耳朵红是怎么了？,支气管炎好治吗？,0
804,支气管炎,支气管炎，好了以后脸和耳朵红是怎么了？,支气管炎患者应该怎么治疗比较好呢？,0
805,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎吃什么药比较好？,1
806,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎适宜吃什么药？,1
807,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎有什么并发症？,0
808,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎病因是什么？,0
809,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎该怎么办？,0
810,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎应该吃什么药好？,1
811,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎最适宜吃什么药？,1
812,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎有什么症状？,0
813,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎是种什么病？,0
814,支气管炎,支气管炎支气管炎吃啥药好？,支气管炎支气管炎的病因是什么？,0
815,支气管炎,新生儿支气管炎症状？,新生儿支气管炎症状有哪些,1
816,支气管炎,新生儿支气管炎症状？,婴儿支气管炎症状表现是什么,1
817,支气管炎,新生儿支气管炎症状？,新生儿支气管炎严重吗？？,0
818,支气管炎,新生儿支气管炎症状？,新生儿支气管炎怎么办,0
819,支气管炎,新生儿支气管炎症状？,新生儿支气管炎如何治疗,0
820,支气管炎,晚上咳嗽，支气管炎有鸣声，吃什么药,晚上咳嗽，支气管炎有鸣声该服用什么药？,1
821,支气管炎,晚上咳嗽，支气管炎有鸣声，吃什么药,晚上咳嗽，支气管炎有鸣声，能吃什么药物？,1
822,支气管炎,晚上咳嗽，支气管炎有鸣声，吃什么药,咳嗽支气管炎怎么治疗？,0
823,支气管炎,晚上咳嗽，支气管炎有鸣声，吃什么药,咳嗽支气管炎严重吗？,0
824,支气管炎,晚上咳嗽，支气管炎有鸣声，吃什么药,支气管炎会不会传染？,0
825,支气管炎,有什么药可以预防小儿支气管炎复发吗,预防小儿支气管炎复发的药有什么？,1
826,支气管炎,有什么药可以预防小儿支气管炎复发吗,什么药能预防小儿支气管炎复发？,1
827,支气管炎,有什么药可以预防小儿支气管炎复发吗,小儿支气管炎如何预防？,0
828,支气管炎,有什么药可以预防小儿支气管炎复发吗,儿童支气管炎复发率高不？,0
829,支气管炎,有什么药可以预防小儿支气管炎复发吗,小儿支气管炎怎么护理？,0
830,支气管炎,有支气管炎，桂龙咳喘宁联邦克立停能否常吃,有支气管炎，桂龙咳喘宁联邦克立停可以长期服用吗？,1
831,支气管炎,有支气管炎，联邦克立停能否常吃,有支气管炎能经常吃联邦克立停吗？,1
