id,category,query1,query2,label
1414,肺结核,春季宝宝如何预防肺结核？,春季肺结核宝宝如何预防？,1
1415,肺结核,春季宝宝如何预防肺结核？,春季宝宝肺结核了怎么办？,0
1416,肺结核,春季宝宝如何预防肺结核？,春季宝宝肺结核了可以吃哪些药？,0
1417,肺结核,春季宝宝如何预防肺结核？,春季宝宝容易造成肺结核吗？,0
1418,肺结核,有肺结核，适宜去健身房锻炼吗,有肺结核，能否去健身房锻炼？,1
1419,肺结核,有肺结核，适宜去健身房锻炼吗,有肺结核还可以去健身房锻炼吗？,1
1420,肺结核,有肺结核，适宜去健身房锻炼吗,肺结核病患者要注意什么事项？,0
1421,肺结核,有肺结核，适宜去健身房锻炼吗,治疗肺结核病的方法有哪些？,0
1422,肺结核,有肺结核，适宜去健身房锻炼吗,肺结核病病因是什么？,0
1423,肺结核,治肺结核对氨水杨酸好不好,治肺结核用对氨水杨酸好吗？,1
1424,肺结核,治肺结核对氨水杨酸好不好,治肺结核服用对氨水杨酸好不好？,1
1425,肺结核,治肺结核对氨水杨酸好不好,肺结核打几天对氨水杨酸能好嘛？,0
1426,肺结核,治肺结核对氨水杨酸好不好,肺结核用头孢吗？,0
1427,肺结核,治肺结核对氨水杨酸好不好,肺结核治疗要多长时间用对氨水杨酸？,0
1428,肺结核,治疗肺结核哪里比较好?,什么地方治疗肺结核好,1
1429,肺结核,治疗肺结核哪里比较好?,肺结核治疗最佳的地方是什么地方,1
1430,肺结核,治疗肺结核哪里比较好?,过敏性的药物都是激素吗,0
1431,肺结核,治疗肺结核哪里比较好?,肺结核要持续吃药吗,0
1432,肺结核,治疗肺结核哪里比较好?,过敏体质会遗传下一代吗,0
1433,肺结核,用异烟肼治疗肺结核有用吗,肺结核用异烟肼有效果吗,1
1434,肺结核,用异烟肼治疗肺结核有用吗,异烟肼可以治疗肺结核吗,1
1435,肺结核,用异烟肼治疗肺结核有用吗,异烟肼的副作用是什么,0
1436,肺结核,用异烟肼治疗肺结核有用吗,异烟肼是抗炎药吗,0
1437,肺结核,用异烟肼治疗肺结核有用吗,异烟肼可以和阿司匹林一起服用吗,0
1438,肺结核,老年性人肺结核需要注意哪些问题？,老年人得了肺结核应注意哪些？,1
1439,肺结核,老年性人肺结核需要注意哪些问题？,患有肺结核的老年人要注意什么？,1
1440,肺结核,老年性人肺结核需要注意哪些问题？,老人肺结核有何症状？,0
1441,肺结核,老年性人肺结核需要注意哪些问题？,老人有肺结核怎么办？,0
1442,肺结核,老年性人肺结核需要注意哪些问题？,老年人肺结核要怎么预防？,0
1443,肺结核,过敏性咳嗽会引起肺结核吗？,过敏性咳嗽会诱发肺结核吗？,1
1444,肺结核,过敏性咳嗽会引起肺结核吗？,过敏性咳嗽会不会造成肺结核？,1
1445,肺结核,过敏性咳嗽会引起肺结核吗？,肺结核咳嗽病因是什么？,0
1446,肺结核,过敏性咳嗽会引起肺结核吗？,过敏性鼻炎和肺炎会导致肺结核嘛？,0
1447,肺结核,过敏性咳嗽会引起肺结核吗？,过敏性肺炎传染吗？,0
1448,肺结核,肺结核一般在哪个季节要特别注意,什么季节应该注意肺结核,1
1449,肺结核,肺结核一般在哪个季节要特别注意,肺结核一般在哪个季节需要防范,1
1450,肺结核,肺结核一般在哪个季节要特别注意,肺结核冬季应该吃什么,0
1451,肺结核,肺结核一般在哪个季节要特别注意,肺结核跟季节有关系吗,0
1452,肺结核,肺结核一般在哪个季节要特别注意,肺结核怎么治,0
1453,肺结核,肺结核会不会影响寿命?,肺结核会有生命危险吗,1
1454,肺结核,肺结核会不会影响寿命?,过敏性最多能活多久,1
1455,肺结核,肺结核会不会影响寿命?,怎样判断是肺结核,0
1456,肺结核,肺结核会不会影响寿命?,过敏跟季节有关系吗,0
1457,肺结核,肺结核会不会影响寿命?,突发肺结核怎么自救,0
1458,肺结核,肺结核吃什么药管用,肺结核吃什么药有效果？,1
1459,肺结核,肺结核吃什么药管用,肺结核吃什么药效果好的快？,1
1460,肺结核,肺结核吃什么药管用,肺结核吃什么水果好？,0
1461,肺结核,肺结核吃什么药管用,肺结核能治好吗？,0
1462,肺结核,肺结核吃什么药管用,肺结核吃什么药副作用最小？,0
1463,肺结核,肺结核平时应注意哪些问题？,肺结核平时应注意什么？,1
1464,肺结核,肺结核平时应注意哪些问题？,患了肺结核平时需要注意哪些事？,1
1465,肺结核,肺结核平时应注意哪些问题？,肺结核有哪些症状？,0
1466,肺结核,肺结核平时应注意哪些问题？,肺结核病的病因是什么？,0
1467,肺结核,肺结核平时应注意哪些问题？,肺结核发作时用什么药见效快？,0
1468,肺结核,肺结核应该注意哪些问题?,肺结核要注意什么？,1
1469,肺结核,肺结核应该注意哪些问题?,肺结核哪些问题是要注意的？,1
1470,肺结核,肺结核应该注意哪些问题?,肺结核吃什么比较好？,0
1471,肺结核,肺结核应该注意哪些问题?,肺结核适合什么运动,0
1472,肺结核,肺结核应该注意哪些问题?,肺结核的症状有哪些,0
1473,肺结核,肺结核怎么治疗才好呢?,肺结核要如何治疗才好呢？,1
1474,肺结核,肺结核怎么治疗才好呢?,怎样治疗肺结核效果好？,1
1475,肺结核,肺结核怎么治疗才好呢?,肺结核不能治好吗？,0
1476,肺结核,肺结核怎么治疗才好呢?,肺结核有什么临床表现？,0
1477,肺结核,肺结核怎么治疗才好呢?,肺结核是什么病？,0
1478,肺结核,肺结核急性发作时怎么办,如何治疗急性发作的肺结核？,1
1479,肺结核,肺结核急性发作时怎么办,肺结核急性发作时如何是好？,1
1480,肺结核,肺结核急性发作时怎么办,宝宝急性咽喉炎肺结核有些什么症状？,0
1481,肺结核,肺结核急性发作时怎么办,急性肺结核怎么样可以预防不再出现？,0
1482,肺结核,肺结核急性发作时怎么办,肺结核急性发作后，应该吸入雾化多长时间？,0
1483,肺结核,肺结核最好应该怎样治疗呢?,得了肺结核如何治疗,1
1484,肺结核,肺结核最好应该怎样治疗呢?,肺结核怎么治疗效果最好,1
1485,肺结核,肺结核最好应该怎样治疗呢?,肺结核的过敏源是什么,0
1486,肺结核,肺结核最好应该怎样治疗呢?,什么是季节性肺结核,0
1487,肺结核,肺结核最好应该怎样治疗呢?,肺结核是什么引起的,0
1488,肺结核,肺结核用一直吃药吗?,肺结核需要长期吃药吗,1
1489,肺结核,肺结核用一直吃药吗?,肺结核要吃多长时间的药,1
1490,肺结核,肺结核用一直吃药吗?,肺结核喝什么药,0
1491,肺结核,肺结核用一直吃药吗?,肺结核不吃药怎么缓解,0
1492,肺结核,肺结核用一直吃药吗?,轻微肺结核用吃药吗,0
1493,肺结核,肺结核的治疗方法?,怎样治疗肺结核,1
1494,肺结核,肺结核的治疗方法?,得了肺结核怎么办,1
1495,肺结核,肺结核的治疗方法?,肺结核的症状有哪些,0
1496,肺结核,肺结核的治疗方法?,肺结核是由什么原因引起的,0
1497,肺结核,肺结核的治疗方法?,肺结核检查什么？,0
1498,肺结核,肺结核的治疗方法有哪些?,肺结核的治疗方法是什么？,1
1499,肺结核,肺结核的治疗方法有哪些?,肺结核有哪些治疗方法？,1
1500,肺结核,肺结核的治疗方法有哪些?,肺结核哟哪些症状？,0
1501,肺结核,肺结核的治疗方法有哪些?,肺结核病的病因是什么？,0
1502,肺结核,肺结核的治疗方法有哪些?,肺结核病好治吗？,0
1503,肺结核,肺结核的症状有哪些？,肺结核有哪些症状？,1
1504,肺结核,肺结核的症状有哪些？,肺结核病的症状是什么？,1
1505,肺结核,肺结核的症状有哪些？,什么是肺结核？,0
1506,肺结核,肺结核的症状有哪些？,肺结核病的病因是什么？,0
1507,肺结核,肺结核的症状有哪些？,如何治疗急性发作的肺结核？,0
1508,肺结核,肺结核的过敏源有那些,肺结核的过敏源是什么,1
1509,肺结核,肺结核的过敏源有那些,肺结核的过敏源有多少,1
1510,肺结核,肺结核的过敏源有那些,肺结核治疗方法有哪些,0
1511,肺结核,肺结核的过敏源有那些,肺结核是肺结核吗,0
1512,肺结核,肺结核的过敏源有那些,肺结核能治愈吗,0
1513,肺结核,肺结核能吃什么水果,肺结核可以吃什么水果,1
1514,肺结核,肺结核能吃什么水果,适合肺结核患者吃的水果有哪些,1
1515,肺结核,肺结核能吃什么水果,肺结核能不能经常吃苹果,0
1516,肺结核,肺结核能吃什么水果,肺结核吃什么药比较好,0
1517,肺结核,肺结核能吃什么水果,肺结核的症状是什么,0
1518,肺结核,肺结核还能活多久啊?,肺结核能活多长时间,1
1519,肺结核,肺结核还能活多久啊?,肺结核一般活几年,1
1520,肺结核,肺结核还能活多久啊?,肺结核服药需坚持多久,0
1521,肺结核,肺结核还能活多久啊?,肺结核影响怀孕吗,0
1522,肺结核,肺结核还能活多久啊?,肺结核对药物有依赖吗,0
1523,肺结核,造成小儿肺结核的原因有哪些？,小儿肺结核的病因是什么？,1
1524,肺结核,造成小儿肺结核的原因有哪些？,引发小儿肺结核的因素有哪些？,1
1525,肺结核,造成小儿肺结核的原因有哪些？,小儿肺结核能否自愈？,0
1526,肺结核,造成小儿肺结核的原因有哪些？,小儿肺结核吃什么药效果好？,0
1527,肺结核,造成小儿肺结核的原因有哪些？,小儿肺结核严重吗？,0
1528,肺结核,长期的咳嗽是怎么回事，一定是肺结核吗？,为什么长期咳嗽，肯定是肺结核吗？,1
1529,肺结核,长期的咳嗽是怎么回事，一定是肺结核吗？,长期的咳嗽是什么情况，必然是肺结核吗？,1
1530,肺结核,长期的咳嗽是怎么回事，一定是肺结核吗？,肺结核咳嗽怎么办？,0
1531,肺结核,长期的咳嗽是怎么回事，一定是肺结核吗？,肺结核病是怎么得上的？,0
1532,肺结核,长期的咳嗽是怎么回事，一定是肺结核吗？,如何预防肺结核？,0
1533,肺结核,阿司匹林会诱发肺结核吗？,阿司匹林会导致肺结核吗？,1
1534,肺结核,阿司匹林会诱发肺结核吗？,阿司匹林会引起肺结核吗？,1
1535,肺结核,阿司匹林会诱发肺结核吗？,阿司匹林有什么副作用？,0
1536,肺结核,阿司匹林会诱发肺结核吗？,肺结核能吃什么药？,0
1537,肺结核,阿司匹林会诱发肺结核吗？,阿司匹林是肺结核的引起原因吗？,0
1538,肺结核,酶联素治疗小儿肺结核好吗？,酶联素能治好小儿肺结核吗？,1
1539,肺结核,酶联素治疗小儿肺结核好吗？,酶联素治疗小儿肺结核怎么样？,1
1540,肺结核,酶联素治疗小儿肺结核好吗？,酶联素有什么副作用？,0
1541,肺结核,酶联素治疗小儿肺结核好吗？,小儿肺结核吃什么药管用？,0
1542,肺结核,酶联素治疗小儿肺结核好吗？,酶联素吃多会有什么后果？,0
1543,肺结核,链利福平能治疗肺结核吗,链利福平能不能治疗肺结核？,1
1544,肺结核,利福平能治疗肺结核吗,治疗肺结核可以用利福平吗？,1
1545,肺结核,利福平能治疗肺结核吗,利福平有什么副作用？,0
1546,肺结核,利福平能治疗肺结核吗,肺结核有什么症状？,0
1547,肺结核,利福平能治疗肺结核吗,治疗肺结核的方法有哪些?,0
1548,肺结核,，两岁多女孩去医院检查为肺结核怎么治？,，两岁多女孩去医院检查为肺结核如何治疗？,1
1549,肺结核,，两岁多女孩去医院检查为肺结核怎么治？,，两岁多女孩去医院检查为肺结核该怎么治疗呢？,1
1550,肺结核,，两岁多女孩去医院检查为肺结核怎么治？,宝宝肺结核严重吗？,0
1551,肺结核,，两岁多女孩去医院检查为肺结核怎么治？,小孩肺结核的症状有哪些？,0
1552,肺结核,，两岁多女孩去医院检查为肺结核怎么治？,小孩支原体的病因是什么？,0
1553,肺结核,5岁宝宝肺结核咳嗽厉害，不发烧,5岁宝宝肺结核咳嗽厉害，不发烧怎么办？,1
1554,肺结核,5岁宝宝肺结核咳嗽厉害，不发烧,5岁宝宝肺结核咳嗽厉害，不发烧如何是好？,1
1555,肺结核,5岁宝宝肺结核咳嗽厉害，不发烧,五岁宝宝咳嗽肺结核吃什么药呢？,0
1556,肺结核,5岁宝宝肺结核咳嗽厉害，不发烧,宝宝发烧肺结核是阳性怎么办？,0
1557,肺结核,5岁宝宝肺结核咳嗽厉害，不发烧,肺结核感染也会发热?,0
1558,肺结核,肺结核化验血能查出传染病吗,肺结核化验血能查出什么病,1
1559,肺结核,肺结核化验血能查出传染病吗,肺结核能验血吗,1
1560,肺结核,肺结核化验血能查出传染病吗,肺结核的检查项目有哪些,0
1561,肺结核,肺结核化验血能查出传染病吗,病毒性肺结核传染吗,0
1562,肺结核,肺结核化验血能查出传染病吗,有传染病医生会告知吗,0
1563,肺结核,肺结核吃什么食物好？,肺结核.吃什么食物,1
1564,肺结核,肺结核吃什么食物好？,医生说是肺结核，应该吃什么比较好呢？,1
1565,肺结核,肺结核吃什么食物好？,肺结核吃什么药比较好？,0
1566,肺结核,肺结核吃什么食物好？,肺结核应该吃什么食物好的比较快？,0
1567,肺结核,肺结核吃什么食物好？,宝宝肺结核吃什么食物？,0
1568,肺结核,肺结核引发中耳炎该如何治疗呢,肺结核引发中耳炎怎么办,1
1569,肺结核,肺结核引发中耳炎该如何治疗呢,肺结核引发中耳炎怎么治疗,1
1570,肺结核,肺结核引发中耳炎该如何治疗呢,肺结核需要及时治疗吗,0
1571,肺结核,肺结核引发中耳炎该如何治疗呢,中耳炎是怎么引起的,0
1572,肺结核,肺结核引发中耳炎该如何治疗呢,肺结核和中耳炎有关系吗,0
1573,肺结核,肺结核是什么原因导致的,肺结核是什么原因引起的,1
1574,肺结核,肺结核是什么原因导致的,肺结核的主要诱因是什么,1
1575,肺结核,肺结核是什么原因导致的,肺结核可以受凉吗,0
1576,肺结核,肺结核是什么原因导致的,肺结核能引起中耳炎吗,0
1577,肺结核,肺结核是什么原因导致的,肺结核常见的细菌是什么,0
1578,肺结核,肺结核，会传给家里人吗？,肺结核，是不是会传给家里人？,1
1579,肺结核,肺结核，会传给家里人吗？,如果肺结核，会传给家里人吗？,1
1580,肺结核,肺结核，会传给家里人吗？,下肺结核，会传给家里人吗？,0
1581,肺结核,肺结核，会传给家里人吗？,肺结核，怎么治疗？,0
1582,肺结核,肺结核，会传给家里人吗？,肺结核，吃什么药会好？,0
1583,肺结核,为什么支气管炎肺结核的反复咳咳不见好转的呢,支气管炎肺结核的反复咳咳不见好转是怎么回事,1
1584,肺结核,为什么支气管炎肺结核的反复咳咳不见好转的呢,支气管炎肺结核的反复咳咳不见好转是什么原因,1
1585,肺结核,为什么支气管炎肺结核的反复咳咳不见好转的呢,支气管炎肺结核和慢性支气管炎是一种病吗,0
1586,肺结核,为什么支气管炎肺结核的反复咳咳不见好转的呢,支气管炎肺结核能用哪些药,0
1587,肺结核,为什么支气管炎肺结核的反复咳咳不见好转的呢,引起支气管炎肺结核有哪些方面,0
1588,肺结核,儿童肺结核怎么治疗？,儿童肺结核怎么办？,1
1589,肺结核,儿童肺结核怎么治疗？,如何医治儿童肺结核？,1
1590,肺结核,儿童肺结核怎么治疗？,如何诊断儿童咳嗽肺结核？,0
1591,肺结核,儿童肺结核怎么治疗？,儿童肺结核有哪些症状？,0
1592,肺结核,儿童肺结核怎么治疗？,儿童肺结核的征兆是怎样的？,0
1593,肺结核,反复肺结核如何用药?,反复肺结核应该吃什么药,1
1594,肺结核,反复肺结核如何用药?,反复肺结核怎么用药,1
1595,肺结核,反复肺结核如何用药?,反复肺结核的症状是什么,0
1596,肺结核,反复肺结核如何用药?,反复肺结核需要手术治疗吗,0
1597,肺结核,反复肺结核如何用药?,反复肺结核饮食上吃什么比较好,0
1598,肺结核,肺结核对患者身体影响有哪些,肺结核对患者有什么影响？,1
1599,肺结核,肺结核对患者身体影响有哪些,肺结核对身体有哪些危害？,1
1600,肺结核,肺结核对患者身体影响有哪些,肺结核是怎么导致的？,0
1601,肺结核,肺结核对患者身体影响有哪些,肺结核有什么症状？,0
1602,肺结核,肺结核对患者身体影响有哪些,肺结核是指什么？,0
1603,肺结核,肺结核有啥样症状和控制方法?,肺结核有哪些症状以及如何控制,1
1604,肺结核,肺结核有啥样症状和控制方法?,哪些是肺结核的症状并且怎样治疗肺结核,1
1605,肺结核,肺结核有啥样症状和控制方法?,何为肺结核,0
1606,肺结核,肺结核有啥样症状和控制方法?,肺结核怎么确诊？,0
1607,肺结核,肺结核有啥样症状和控制方法?,肺结核注意什么？,0
1608,肺结核,肺结核能彻底治疗好吗,肺结核能否根治,1
1609,肺结核,肺结核能彻底治疗好吗,肺结核能治愈吗,1
1610,肺结核,肺结核能彻底治疗好吗,肺结核怎么治疗,0
1611,肺结核,肺结核能彻底治疗好吗,肺结核多久可以治好,0
1612,肺结核,肺结核能彻底治疗好吗,肺结核的症状有哪些？,0
1613,肺结核,吃什么食物对肺结核好,肺结核最好吃什么食物？,1
1614,肺结核,吃什么食物对肺结核好,肺结核吃什么食物最佳？,1
1615,肺结核,吃什么食物对肺结核好,咳嗽肺结核吃什么水果好？,0
1616,肺结核,吃什么食物对肺结核好,咳嗽肺结核吃什么药啊？,0
1617,肺结核,吃什么食物对肺结核好,咳嗽肺结核什么症状？,0
1618,肺结核,咳嗽肺结核中医治疗效果会不会好些,咳嗽肺结核中医治疗管用吗？,1
1619,肺结核,咳嗽肺结核中医治疗效果会不会好些,咳嗽肺结核中医治疗肺结核疗效会比较好吗？,1
1620,肺结核,咳嗽肺结核中医治疗效果会不会好些,中药可以根治肺结核吗？,0
1621,肺结核,咳嗽肺结核中医治疗效果会不会好些,孩子确诊为肺结核，中药期间西药需要停吗？,0
1622,肺结核,咳嗽肺结核中医治疗效果会不会好些,哪种中药可以治疗咳嗽肺结核？,0
1623,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核能治疗好吗,1
1624,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核能根治吗,1
1625,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核病因是什么,0
1626,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核吃什么药可以缓解,0
1627,肺结核,咳嗽肺结核可以治愈吗?,儿童会得咳嗽肺结核吗,0
1628,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核能治好吗？,1
1629,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核能有治愈的可能吗？,1
1630,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核会发展成肺结核吗？,0
1631,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核会胸闷吗？,0
1632,肺结核,咳嗽肺结核可以治愈吗?,咳嗽肺结核影响怀孕吗？,0
1633,肺结核,咳嗽肺结核能根治吗,咳嗽肺结核能否完全治愈,1
1634,肺结核,咳嗽肺结核能根治吗,咳嗽肺结核可以彻底治愈吗,1
1635,肺结核,咳嗽肺结核能根治吗,咳嗽肺结核什么人群会感染,0
1636,肺结核,咳嗽肺结核能根治吗,咳嗽肺结核传染吗,0
1637,肺结核,咳嗽肺结核能根治吗,咳嗽是肺炎吗,0
1638,肺结核,肺结核和肺结核到底哪个厉害,肺结核比肺结核更厉害吗？,1
1639,肺结核,肺结核和肺结核到底哪个厉害,肺结核厉害还是肺结核厉害？,1
1640,肺结核,肺结核和肺结核到底哪个厉害,肺结核和肺结核区别有什么啊？,0
1641,肺结核,肺结核和肺结核到底哪个厉害,肺结核怎样护理,0
1642,肺结核,肺结核和肺结核到底哪个厉害,肺结核怎么办,0
1643,肺结核,肺结核最佳治疗方法是什么,治疗肺结核的最好方法是什么？,1
1644,肺结核,肺结核最佳治疗方法是什么,治疗肺结核效果最好的方法是什么？,1
1645,肺结核,肺结核最佳治疗方法是什么,肺结核有哪几种？,0
1646,肺结核,肺结核最佳治疗方法是什么,肺结核有什么症状？,0
1647,肺结核,肺结核最佳治疗方法是什么,怎么预防肺结核？,0
1648,肺结核,肺结核最佳治疗方法是什么,治疗肺结核最好的方法是什么？,1
1649,肺结核,肺结核最佳治疗方法是什么,肺结核治疗的最佳方法是什么？,1
1650,肺结核,肺结核最佳治疗方法是什么,目前最好的肺结核药是什么？,0
1651,肺结核,肺结核最佳治疗方法是什么,肺结核吃什么最好？,0
1652,肺结核,肺结核最佳治疗方法是什么,老人肺结核吃什么药最好？,0
1653,肺结核,肺结核的治疗方法有哪些,肺结核有哪些治疗方案？,1
1654,肺结核,肺结核的治疗方法有哪些,肺结核的治疗方法有什么？,1
1655,肺结核,肺结核的治疗方法有哪些,肺结核病有什么症状？,0
1656,肺结核,肺结核的治疗方法有哪些,肺结核病的病因是什么？,0
1657,肺结核,肺结核的治疗方法有哪些,治疗肺结核容易吗？,0
1658,肺结核,如何检查才能确诊咳嗽肺结核,咳嗽肺结核做什么检查可以确诊？,1
1659,肺结核,如何检查才能确诊咳嗽肺结核,确诊咳嗽肺结核需要做哪些检查？,1
1660,肺结核,如何检查才能确诊咳嗽肺结核,咳嗽肺结核的诊断依据是什么？,0
1661,肺结核,如何检查才能确诊咳嗽肺结核,咳嗽性肺结核要做哪些检查？,0
1662,肺结核,如何检查才能确诊咳嗽肺结核,咳嗽肺结核要怎么治疗啊？,0
1663,肺结核,婴幼儿肺结核感染能治好吗,婴幼儿感染肺结核能否治愈？,1
1664,肺结核,婴幼儿肺结核感染能治好吗,宝宝肺结核感染可以治好吗？,1
1665,肺结核,婴幼儿肺结核感染能治好吗,肺结核感染的症状是什么？,0
1666,肺结核,婴幼儿肺结核感染能治好吗,宝宝肺结核感染有什么方法治疗？,0
1667,肺结核,婴幼儿肺结核感染能治好吗,婴儿肺结核的症状有哪些？,0
1668,肺结核,孩子咳嗽肺结核，坚持凉水洗澡行吗,孩子咳嗽哮可不可以坚持凉水洗澡？,1
1669,肺结核,孩子咳嗽肺结核，坚持凉水洗澡行吗,孩子咳嗽肺结核能凉水洗澡吗？,1
1670,肺结核,孩子咳嗽肺结核，坚持凉水洗澡行吗,孩子咳嗽肺结核吃什么药效果好？,0
1671,肺结核,孩子咳嗽肺结核，坚持凉水洗澡行吗,孩子咳嗽肺结核怎么办？,0
1672,肺结核,孩子咳嗽肺结核，坚持凉水洗澡行吗,坚持凉水洗澡可以预防肺结核嘛？,0
1673,肺结核,宝宝肺结核吃什么药,小儿肺结核吃什么药?,1
1674,肺结核,宝宝肺结核吃什么药,宝宝肺结核吃那种药?,1
1675,肺结核,宝宝肺结核吃什么药,七个月宝宝肺结核吃什么药好？,0
1676,肺结核,宝宝肺结核吃什么药,42天的宝宝肺结核吃什么药,0
1677,肺结核,宝宝肺结核吃什么药,宝宝肺结核吃什么药快,0
1678,肺结核,宝宝得肺结核必须有什么方法能治愈好,宝宝肺结核感染用什么方法治疗能治愈？,1
1679,肺结核,宝宝得肺结核必须有什么方法能治愈好,宝宝得肺结核要采取哪种办法能治愈好？,1
1680,肺结核,宝宝得肺结核必须有什么方法能治愈好,宝宝肺结核感染的症状主要是什么？,0
1681,肺结核,宝宝得肺结核必须有什么方法能治愈好,宝宝肺结核感染是什么病？,0
1682,肺结核,宝宝得肺结核必须有什么方法能治愈好,宝宝感染肺结核严重吗？,0
1683,肺结核,小儿肺结核的病因是什么？,是什么原因导致小儿肺结核的？,1
1684,肺结核,小儿肺结核的病因是什么？,导致小儿肺结核的原因是什么？,1
1685,肺结核,小儿肺结核的病因是什么？,小儿肺结核怎么应对？,0
1686,肺结核,小儿肺结核的病因是什么？,小儿肺结核如何预防？,0
1687,肺结核,小儿肺结核的病因是什么？,小儿肺结核可以用哪些药？,0
1688,肺结核,小儿肺结核吃莫西沙星吗？,肺结核可以吃莫西沙星片吗?,1
1689,肺结核,小儿肺结核吃莫西沙星吗？,小儿肺结核能否吃莫西沙星？,1
1690,肺结核,小儿肺结核吃莫西沙星吗？,小儿肺结核有什么症状呢？,0
1691,肺结核,小儿肺结核吃莫西沙星吗？,小儿肺结核常见吗？,0
1692,肺结核,小儿肺结核吃莫西沙星吗？,小儿肺结核难治吗？,0
1693,肺结核,小儿肺结核有什么症状？,小儿肺结核会有什么症状？,1
1694,肺结核,小儿肺结核有什么症状？,小儿肺结核症状有哪些？,1
1695,肺结核,小儿肺结核有什么症状？,小儿肺结核的病因是什么？,0
1696,肺结核,小儿肺结核有什么症状？,小儿肺结核怎么治？,0
1697,肺结核,小儿肺结核有什么症状？,小儿肺结核能吃什么水果？,0
1698,肺结核,小儿肺结核的治疗方法有哪些？,小儿肺结核有什么治疗方法？,1
1699,肺结核,小儿肺结核的治疗方法有哪些？,小儿肺结核的治疗方法是什么？,1
1700,肺结核,小儿肺结核的治疗方法有哪些？,小儿肺结核有哪些症状？,0
1701,肺结核,小儿肺结核的治疗方法有哪些？,如何诊断小儿肺结核？,0
1702,肺结核,小儿肺结核的治疗方法有哪些？,小儿肺结核吃什么食物合适？,0
1703,肺结核,小儿支气管肺结核打针后还发烧是怎么了,小儿支气管肺结核打针后还发烧是怎么回事？,1
1704,肺结核,小儿支气管肺结核打针后还发烧是怎么了,为什么小儿支气管肺结核打针后还发烧？,1
1705,肺结核,小儿支气管肺结核打针后还发烧是怎么了,小儿支气管肺结核能吃水果吗？,0
1706,肺结核,小儿支气管肺结核打针后还发烧是怎么了,小儿支气管肺结核有哪些注意事项？,0
1707,肺结核,小儿支气管肺结核打针后还发烧是怎么了,小儿支气管肺结核的临床表现是什么？,0
