category,query1,query2,label
支原体肺炎,小儿支原体肺炎能用中医治疗吗？,小儿支原体肺炎可以通过中医治疗吗？,1
支原体肺炎,小儿支原体肺炎能用中医治疗吗？,小儿支原体肺炎有哪些治疗方法？,0
支原体肺炎,小儿支原体肺炎能用中医治疗吗？,小儿支原体肺炎是什么病？,0
支原体肺炎,小儿支原体肺炎能用中医治疗吗？,小儿支原体肺炎饮食需要注意什么？,0
支原体肺炎,造成小儿支原体肺炎的原因有哪些？,小儿支原体肺炎的病因是什么？,1
支原体肺炎,造成小儿支原体肺炎的原因有哪些？,引发小儿支原体肺炎的因素有哪些？,1
支原体肺炎,造成小儿支原体肺炎的原因有哪些？,小儿支原体肺炎能否自愈？,0
支原体肺炎,造成小儿支原体肺炎的原因有哪些？,小儿支原体肺炎吃什么药效果好？,0
支原体肺炎,造成小儿支原体肺炎的原因有哪些？,小儿肺炎支原体严重吗？,0
支原体肺炎,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎饮食上有什么需要注意的？,1
支原体肺炎,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎饮食的注意事项是什么？,1
支原体肺炎,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎有哪些症状？,0
支原体肺炎,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎是什么病？,0
支原体肺炎,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎能根治吗？,0
支原体肺炎,小儿支原体肺炎食疗是怎么样的？,小儿支原体肺炎如何食疗？,1
支原体肺炎,小儿支原体肺炎食疗是怎么样的？,小儿支原体肺炎有什么食疗办法？,1
支原体肺炎,小儿支原体肺炎食疗是怎么样的？,小儿支原体肺炎饮食需要注意什么？,0
支原体肺炎,小儿支原体肺炎食疗是怎么样的？,小儿支原体肺炎有什么症状？,0
支原体肺炎,小儿支原体肺炎食疗是怎么样的？,小儿支原体肺炎能吃什么药？,0
支原体肺炎,小儿支原体肺炎护理需要注意什么？,小儿支原体肺炎护理期间有什么需要注意？,1
支原体肺炎,小儿支原体肺炎护理需要注意什么？,小儿支原体肺炎护理有什么注意事项？,1
支原体肺炎,小儿支原体肺炎护理需要注意什么？,小儿肺炎支原体阳性输液几天能康复？,0
支原体肺炎,小儿支原体肺炎护理需要注意什么？,小儿支原体肺炎治愈标准是什么？,0
支原体肺炎,小儿支原体肺炎护理需要注意什么？,支原体肺炎治愈后会复发吗？,0
支原体肺炎,小儿支原体肺炎的治疗方法有哪些？,小儿支原体肺炎有什么治疗方法？,1
支原体肺炎,小儿支原体肺炎的治疗方法有哪些？,小儿支原体肺炎的治疗方法是什么？,1
支原体肺炎,小儿支原体肺炎的治疗方法有哪些？,小儿支原体肺炎有哪些症状？,0
支原体肺炎,小儿支原体肺炎的治疗方法有哪些？,如何诊断小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎的治疗方法有哪些？,小儿支原体肺炎吃什么食物合适？,0
支原体肺炎,小儿支原体肺炎的症状是什么？,小儿支原体肺炎有哪些症状？,1
支原体肺炎,小儿支原体肺炎的症状是什么？,小儿支原体肺炎有什么样的症状？,1
支原体肺炎,小儿支原体肺炎的症状是什么？,怎么治疗小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎的症状是什么？,小儿支原体肺炎会传染吗？,0
支原体肺炎,小儿支原体肺炎的症状是什么？,小儿支原体肺炎吃什么药有效果？,0
支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,小儿支原体肺炎的饮食有什么要注意的？,1
支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,小儿支原体肺炎的饮食注意事项是什么？,1
支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,如何诊断小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,怎么治疗小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,小儿支原体肺炎如何食疗？,0
支原体肺炎,小儿支原体肺炎的护理是怎么样的？,小儿支原体肺炎怎么护理？,1
支原体肺炎,小儿支原体肺炎的护理是怎么样的？,小儿支原体肺炎是如何护理的？,1
支原体肺炎,小儿支原体肺炎的护理是怎么样的？,小儿支原体肺炎怎么预防？,0
支原体肺炎,小儿支原体肺炎的护理是怎么样的？,治疗小儿支原体肺炎有什么方法？,0
支原体肺炎,小儿支原体肺炎的护理是怎么样的？,小儿支原体肺炎有哪些病症？,0
支原体肺炎,小儿支原体肺炎传染吗？,小儿支原体肺炎会不会传染？,1
支原体肺炎,小儿支原体肺炎传染吗？,小儿支原体肺炎会传染给别人吗？,1
支原体肺炎,小儿支原体肺炎传染吗？,小儿支原体肺炎是怎么传播的？,0
支原体肺炎,小儿支原体肺炎传染吗？,小儿支原体肺炎的症状有哪些？,0
支原体肺炎,小儿支原体肺炎传染吗？,怎么治疗小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎但是不咳嗽，严重吗？,小儿支原体肺炎但是不咳嗽，要不要紧？,1
支原体肺炎,小儿支原体肺炎但是不咳嗽，严重吗？,小儿支原体肺炎但是不咳嗽，是否严重？,1
支原体肺炎,小儿支原体肺炎但是不咳嗽，严重吗？,小儿支原体肺炎有什么症状？,0
支原体肺炎,小儿支原体肺炎但是不咳嗽，严重吗？,怎么检查诊断小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎但是不咳嗽，严重吗？,小儿支原体肺炎怎么治？,0
支原体肺炎,中医可以治疗小儿支原体肺炎吗？,中医能治小儿支原体肺炎吗？,1
支原体肺炎,中医可以治疗小儿支原体肺炎吗？,中医能否治疗小儿支原体肺炎？,1
支原体肺炎,中医可以治疗小儿支原体肺炎吗？,中医如何治疗小儿支原体肺炎？,0
支原体肺炎,中医可以治疗小儿支原体肺炎吗？,中医治疗小儿支原体肺炎有效果吗？,0
支原体肺炎,中医可以治疗小儿支原体肺炎吗？,治疗小儿支原体肺炎有什么方法？,0
支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎复发了如何是好？,1
支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎复发了怎么做？,1
支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎会复发吗？,0
支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎有什么症状？,0
支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎多长时间能治好？,0
支原体肺炎,小儿支气管肺炎和支原体肺炎有什么区别？,小儿支气管肺炎和支原体肺炎区别是什么？,1
支原体肺炎,小儿支气管肺炎和支原体肺炎有什么区别？,小儿支气管肺炎和支原体肺炎有哪些区别？,1
支原体肺炎,小儿支气管肺炎和支原体肺炎有什么区别？,小儿支气管肺炎和支原体肺炎会互相转化吗？,0
支原体肺炎,小儿支气管肺炎和支原体肺炎有什么区别？,小儿支气管肺炎有什么症状？,0
支原体肺炎,小儿支气管肺炎和支原体肺炎有什么区别？,小儿支气管肺炎和支原体肺炎哪个严重？,0
支原体肺炎,小儿推拿对支原体肺炎有帮助吗？,小儿推拿对支原体肺炎有效果吗？,1
支原体肺炎,小儿推拿对支原体肺炎有帮助吗？,小儿推拿有助于治疗支原体肺炎吗？,1
支原体肺炎,小儿推拿对支原体肺炎有帮助吗？,治疗支原体肺炎有什么按摩方法吗？,0
支原体肺炎,小儿推拿对支原体肺炎有帮助吗？,怎么诊断小儿支原体肺炎？,0
支原体肺炎,小儿推拿对支原体肺炎有帮助吗？,小儿支原体肺炎有什么症状？,0
支原体肺炎,小儿支原体肺炎治疗方法有哪些？,治疗小儿支原体肺炎方法是什么？,1
支原体肺炎,小儿支原体肺炎治疗方法有哪些？,小儿支原体肺炎有什么治疗方案?,1
支原体肺炎,小儿支原体肺炎治疗方法有哪些？,小儿支原体肺炎常见吗？,0
支原体肺炎,小儿支原体肺炎治疗方法有哪些？,小儿肺炎支原体肺炎有没有后遗症?,0
支原体肺炎,小儿支原体肺炎治疗方法有哪些？,小儿肺炎支原体严重吗？,0
支原体肺炎,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎会诱发脑炎吗？,1
支原体肺炎,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎会造成脑炎吗？,1
支原体肺炎,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎会引发其他疾病吗？,0
支原体肺炎,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎有哪些症状？,0
支原体肺炎,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎好治吗？,0
支原体肺炎,小儿支原体肺炎治愈的标准？,小儿支原体肺炎治愈的标准是什么？,1
支原体肺炎,小儿支原体肺炎治愈的标准？,确定小儿支原体肺炎治愈有何标准？,1
支原体肺炎,小儿支原体肺炎治愈的标准？,小儿支原体肺炎治愈会复发吗？,0
支原体肺炎,小儿支原体肺炎治愈的标准？,怎么诊断小儿支原体肺炎？,0
支原体肺炎,小儿支原体肺炎治愈的标准？,小儿支原体肺炎有哪些病症？,0
支原体肺炎,支原体肺炎低烧不退该怎么办？,支原体肺炎引起低烧不退如何是好？,1
支原体肺炎,支原体肺炎低烧不退该怎么办？,支原体肺炎低烧不退怎么治？,1
支原体肺炎,支原体肺炎低烧不退该怎么办？,支原体肺炎低烧不退是为什么？,0
支原体肺炎,支原体肺炎低烧不退该怎么办？,支原体肺炎有什么症状？,0
支原体肺炎,支原体肺炎低烧不退该怎么办？,支原体肺炎吃什么药？,0
支原体肺炎,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎打点滴和吃药哪个效果好？,1
支原体肺炎,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎打点滴和吃药哪个更管用？,1
支原体肺炎,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎有什么治疗方法？,0
支原体肺炎,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎有哪些症状？,0
支原体肺炎,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎如何食疗？,0
支原体肺炎,支原体肺炎治疗注射什么药？,支原体肺炎治疗能注射哪些药？,1
支原体肺炎,支原体肺炎治疗注射什么药？,支原体肺炎治疗又什么药可以注射？,1
支原体肺炎,支原体肺炎治疗注射什么药？,得支原体肺炎怎么治疗？,0
支原体肺炎,支原体肺炎治疗注射什么药？,支原体肺炎有什么症状？,0
支原体肺炎,支原体肺炎治疗注射什么药？,怎么诊断检查支原体肺炎？,0
支原体肺炎,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎好后反复咳嗽该如何治疗？,1
支原体肺炎,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎好后反复咳嗽怎么办？,1
支原体肺炎,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎治愈后还复发吗？,0
支原体肺炎,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎好有哪些症状？,0
支原体肺炎,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎好后反复咳嗽是怎么了？,0
支原体肺炎,服用罗红霉素会有什么不良反应,罗红霉素的不良反应有哪些？,1
支原体肺炎,服用罗红霉素会有什么不良反应,罗红霉素的不良反应是什么？,1
支原体肺炎,服用罗红霉素会有什么不良反应,罗红霉素引起的不良反应怎么处理？,0
支原体肺炎,服用罗红霉素会有什么不良反应,出现不良反应需要停药吗？,0
支原体肺炎,服用罗红霉素会有什么不良反应,换悼罗红霉素，用什么代替？,0
支原体肺炎,四环素洽疗解脲支原体效果好吗,四环素洽疗解脲支原体效果怎么样？,1
支原体肺炎,四环素洽疗解脲支原体效果好吗,四环素洽疗解脲支原体管用吗？,1
支原体肺炎,四环素洽疗解脲支原体效果好吗,疗解脲支原体的方法有哪些？,0
支原体肺炎,四环素洽疗解脲支原体效果好吗,四环素洽疗解脲支原体的注意事项是什么？,0
支原体肺炎,四环素洽疗解脲支原体效果好吗,脲支原体是什么？,0
支原体肺炎,小儿支原体肺炎怎么治疗,怎么治疗小儿支原体肺炎？,1
支原体肺炎,小儿支原体肺炎怎么治疗,小儿支原体肺炎该怎么医治？,1
支原体肺炎,小儿支原体肺炎怎么治疗,小儿支原体肺炎常见吗？,0
支原体肺炎,小儿支原体肺炎怎么治疗,小儿支原体肺炎传播途径有什么？,0
支原体肺炎,小儿支原体肺炎怎么治疗,小儿支原体肺炎的注意事项是什么？,0
支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片是治疗什么的？,1
支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片能治什么病？,1
支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片功效如何？,0
支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片的副作用是什么？,0
支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片适用于什么人群？,0
支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,永喜盐酸多西环素肠溶胶囊有什么功效？,1
支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,永喜盐酸多西环素肠溶胶囊作用有哪些？,1
支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,永喜盐酸多西环素肠溶胶囊怎么服用？,0
支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,永喜盐酸多西环素肠溶胶囊有什么需要注意的？,0
支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,服用永喜盐酸多西环素肠溶胶囊不能吃什么？,0
支原体肺炎,克拉霉素胶囊阿维克有什么作用啊,克拉霉素胶囊阿维克有什么功效？,1
支原体肺炎,克拉霉素胶囊阿维克有什么作用啊,克拉霉素胶囊阿维克的作用是什么？,1
支原体肺炎,克拉霉素胶囊阿维克有什么作用啊,克拉霉素胶囊阿维克有没有副作用？,0
支原体肺炎,克拉霉素胶囊阿维克有什么作用啊,克拉霉素胶囊阿维克适合什么人群？,0
支原体肺炎,克拉霉素胶囊阿维克有什么作用啊,克拉霉素胶囊阿维克治什么病？,0
支原体肺炎,扁桃体炎能吃克拉霉素分散片吗,扁桃体炎患者能否服用克拉霉素分散片？,1
支原体肺炎,扁桃体炎能吃克拉霉素分散片吗,扁桃体炎可以吃克拉霉素分散片吗？,1
支原体肺炎,扁桃体炎能吃克拉霉素分散片吗,克拉霉素分散片有什么注意事项吗？,0
支原体肺炎,扁桃体炎能吃克拉霉素分散片吗,扁桃体发炎的原因是什么？,0
支原体肺炎,扁桃体炎能吃克拉霉素分散片吗,扁桃体炎能吃什么药？,0
支原体肺炎,哺乳期可以用红霉素软膏吗,哺乳期能用红霉素软膏吗？,1
支原体肺炎,哺乳期可以用红霉素软膏吗,红霉素软膏能在哺乳期使用吗,1
支原体肺炎,哺乳期可以用红霉素软膏吗,红霉素软膏有什么适应症？,0
支原体肺炎,哺乳期可以用红霉素软膏吗,红霉素软膏治什么病？,0
支原体肺炎,哺乳期可以用红霉素软膏吗,红霉素软膏的副作用有哪些？,0
支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,预防小儿支原体肺炎复发的药有什么？,1
支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,什么药能预防小儿支原体肺炎复发？,1
支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,小儿支原体肺炎如何预防？,0
支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,儿童支原体肺炎复发率高不？,0
支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,小儿支原体肺炎怎么护理？,0
支原体肺炎,口腔感染医生说是厌氧菌所致的怎么办,口腔感染医生说是厌氧菌所致的该如何是好？,1
支原体肺炎,口腔感染医生说是厌氧菌所致的怎么办,口腔感染医生说是厌氧菌所致的怎么处理？,1
支原体肺炎,口腔感染医生说是厌氧菌所致的怎么办,厌氧菌所致的口腔感染有什么症状？,0
支原体肺炎,口腔感染医生说是厌氧菌所致的怎么办,厌氧菌所致的口腔感染会传染吗？,0
支原体肺炎,口腔感染医生说是厌氧菌所致的怎么办,口腔感染吃什么药好？,0
支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏的适应症有哪些？,1
支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏有什么适应症？,1
支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏的注意事项是什么？,0
支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏治什么病？,0
支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏有什么功效？,0
支原体肺炎,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体老是反复每次掉几瓶药水怎么办好？,1
支原体肺炎,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体老是反复每次掉几瓶药水该咋办？,1
支原体肺炎,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体老是反复是为什么？,0
支原体肺炎,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体老是反复有什么症状？,0
支原体肺炎,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体发炎的原因是什么？,0
支原体肺炎,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素扎了7天停药3天会怎么样？,1
支原体肺炎,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素扎了7天停药3天会有什么后果？,1
支原体肺炎,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素要扎几天？,0
支原体肺炎,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素有什么副作用？,0
支原体肺炎,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素能治什么病？,0
支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊有什么功效？有什么适应症？,1
支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊的作用是什么？适应症有哪些？,1
支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊有什么副作用？,0
支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊需要注意什么？,0
支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊适合什么人群服用？,0
支原体肺炎,您好请问红霉素可以治疗中耳炎吗,中耳炎用罗红霉素管用吗,1
支原体肺炎,您好请问红霉素可以治疗中耳炎吗,红霉素能治愈中耳炎吗,1
支原体肺炎,您好请问红霉素可以治疗中耳炎吗,红霉素是什么？,0
支原体肺炎,您好请问红霉素可以治疗中耳炎吗,红霉素可以治疗什么病,0
支原体肺炎,您好请问红霉素可以治疗中耳炎吗,中耳炎怎么治疗啊,0
支原体肺炎,新生儿可以用红霉素软膏吗,刚出生的小孩可以用红霉素软膏吗,1
支原体肺炎,新生儿可以用红霉素软膏吗,红霉素软膏可以用给新生儿吗,1
支原体肺炎,新生儿可以用红霉素软膏吗,成年人怎么用红霉素软膏,0
支原体肺炎,新生儿可以用红霉素软膏吗,新生儿怎么用红霉素软膏,0
支原体肺炎,新生儿可以用红霉素软膏吗,红霉素软膏一天用几次,0
支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,肝功能不全可以服用罗红霉素吗,1
支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,肝功不全患者服用罗红霉素可以吗,1
支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,请问肝功能不全的人可以服用哪些消炎药,0
支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,请问肝功能不全的人怎么服用药,0
支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,肝功能不全是什么病,0
支原体肺炎,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片的功效是什么呢，要怎么服用,1
支原体肺炎,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片要怎么用，功效是啥,1
支原体肺炎,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片是什么药,0
支原体肺炎,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片可以随便吃吗,0
支原体肺炎,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片多少钱？在哪里买,0
支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗,请问服用肺力咳胶囊还需要服用消炎药吗,1
支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗,请问服用肺力咳胶囊还需要服用消炎药吗？,1
支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗,肺力咳胶囊和肺力咳合剂的区别？,0
支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗,肺力咳胶囊跟肺力咳合剂哪个好一些？,0
支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗,小儿咳嗽有痰，开的蒲地蓝口服液，肺力咳，需不需要再吃什么消炎药？,0
支原体肺炎,可利君片和鲨肝醇片放在一起治什么病,请问可利君片和鲨肝醇片放在一起治什么病,1
支原体肺炎,可利君片和鲨肝醇片放在一起治什么病,问可利君片和鲨肝醇片放在一起治什么病？？？？？？？？？？,1
支原体肺炎,可利君片和鲨肝醇片放在一起治什么病,利可君与鲨肝醇哪种好,0
支原体肺炎,可利君片和鲨肝醇片放在一起治什么病,可利君片和鲨肝醇片是什么药,0
支原体肺炎,可利君片和鲨肝醇片放在一起治什么病,可利君片和鲨肝醇片可以在一起吃吗,0
支原体肺炎,扁桃体经常反复请问还需要补充什么吗,扁桃体炎复发要补充什么呢,1
支原体肺炎,扁桃体经常反复请问还需要补充什么吗,扁桃体炎老是反复复发需要补充什么呢,1
支原体肺炎,扁桃体经常反复请问还需要补充什么吗,扁桃体炎的反复是什么意思,0
支原体肺炎,扁桃体经常反复请问还需要补充什么吗,扁桃体炎的反复怎么办呢,0
支原体肺炎,扁桃体经常反复请问还需要补充什么吗,扁桃体炎怎么治疗,0
支原体肺炎,孕妇有丹毒可以服用克拉霉素分散片吗,怀孕了有丹毒可以服用克拉霉素分散片吗,1
支原体肺炎,孕妇有丹毒可以服用克拉霉素分散片吗,孕妇有丹毒，克拉霉素分散片可以服用吗,1
支原体肺炎,孕妇有丹毒可以服用克拉霉素分散片吗,孕妇有丹毒怎么办,0
支原体肺炎,孕妇有丹毒可以服用克拉霉素分散片吗,克拉霉素分散片可以治疗什么，孕妇可以吃吗,0
支原体肺炎,孕妇有丹毒可以服用克拉霉素分散片吗,孕妇怎么吃克拉霉素分散片,0
支原体肺炎,克拉霉素怎么没有详细介绍,克拉霉素的介绍怎么没有呢,1
支原体肺炎,克拉霉素怎么没有详细介绍,克拉霉素详细介绍咋没有,1
支原体肺炎,克拉霉素怎么没有详细介绍,克拉霉素是什么药呢,0
支原体肺炎,克拉霉素怎么没有详细介绍,克拉霉素怎么治疗的,0
支原体肺炎,克拉霉素怎么没有详细介绍,克拉霉素怎么服用啊,0
支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒小孩一次吃多少合适,1
支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒宝宝吃多少合适呢,1
支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒6岁宝宝可以吃吗,0
支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒主要有什么疗效呢,0
支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素和红霉素颗粒的区别是什么,0
支原体肺炎,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,小孩子咽扁颗粒和罗红霉素颗粒可以一块吃吗,1
支原体肺炎,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,咽扁颗粒和罗红霉素颗粒可以让小孩一块吃吗,1
支原体肺炎,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,小儿咽扁颗粒可以和小儿咳喘灵泡腾颗粒一起吃吗,0
支原体肺炎,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,小儿咽扁颗粒能和阿莫西林和小儿咳喘灵口服液一起吃吗,0
支原体肺炎,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,请问小儿咽扁颗粒和小儿咳喘灵颗粒可以同时吃吗,0
支原体肺炎,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,鼻塞喉咙痒可以吃点罗红霉素吗,1
支原体肺炎,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,喉咙痒咳嗽鼻子堵能吃罗红霉素胶囊吗,1
支原体肺炎,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,鼻子堵喉咙痒咳嗽是感冒吗,0
支原体肺炎,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,鼻子堵喉咙痒咳嗽怎么治疗呢,0
支原体肺炎,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,罗红霉素是不是消炎药,0
支原体肺炎,哪些疾病适合吃克拉霉素胶囊,克拉霉素胶囊治疗什么病,1
支原体肺炎,哪些疾病适合吃克拉霉素胶囊,克拉霉素胶囊对什么疾病有用,1
支原体肺炎,哪些疾病适合吃克拉霉素胶囊,吃克拉霉素可以喝酒吗,0
支原体肺炎,哪些疾病适合吃克拉霉素胶囊,吃了克拉霉素难受怎么办？,0
支原体肺炎,哪些疾病适合吃克拉霉素胶囊,克拉霉素可以吃多少天,0
